Rank,Arating,Grating,votes
3860,7.65,5.737,163
3861,6.78,5.737,285
3862,6.27,5.737,533
3863,7.53,5.737,174
3864,6.6,5.737,392
3865,6.26,5.737,579
3866,8.12,5.737,155
3867,8.04,5.737,157
3868,6.89,5.737,319
3869,6.58,5.7360000000000015,341
3870,6.62,5.7360000000000015,337
3871,6.53,5.7360000000000015,485
3872,6.48,5.7360000000000015,412
3873,7.77,5.7360000000000015,188
3874,6.65,5.735,363
3875,5.96,5.735,1584
3876,7.84,5.735,176
3877,7.1,5.735,236
3878,6.36,5.735,606
3879,6.5,5.735,364
3880,6.68,5.734,321
3881,6.19,5.734,713
3882,6.82,5.734,267
3883,6.2,5.734,668
3884,7.02,5.734,235
3885,6.51,5.734,369
3886,5.97,5.734,1133
3887,8.28,5.734,146
3888,7.34,5.734,187
3889,6.62,5.734,323
3890,6.72,5.734,310
3891,6.22,5.733,602
3892,7.01,5.733,225
3893,7.77,5.733,162
3894,7.29,5.733,187
3895,6.22,5.733,733
3896,6.05,5.733,938
3897,7.24,5.733,214
3898,6.43,5.733,513
3899,6.76,5.733,330
3900,6.86,5.733,293
3901,7.43,5.733,193
3902,6.38,5.733,493
3903,6.49,5.733,398
3904,6.6,5.733,342
3905,6.83,5.732,294
3906,6.15,5.732,661
3907,6.32,5.732,519
3908,6.61,5.732,328
3909,6.99,5.732,234
3910,6.5,5.732,435
3911,6.65,5.732,351
3912,7.97,5.731,182
3913,6.24,5.731,644
3914,6.69,5.731,302
3915,6.84,5.731,299
3916,6.33,5.731,480
3917,6.68,5.731,318
3918,6.21,5.731,636
3919,6.81,5.731,266
3920,6.76,5.731,276
3921,6.48,5.731,402
3922,6.45,5.731,415
3923,7.17,5.73,206
3924,6.6,5.73,320
3925,6.29,5.73,700
3926,6.75,5.73,303
3927,7.75,5.73,164
3928,6.16,5.73,691
3929,5.94,5.73,1703
3930,7.25,5.73,208
3931,6.91,5.73,250
3932,6.67,5.73,301
3933,6.62,5.73,374
3934,6.37,5.73,508
3935,6.73,5.73,310
3936,6.17,5.73,882
3937,6.26,5.729,544
3938,6.99,5.729,258
3939,6.32,5.729,517
3940,6.18,5.729,674
3941,6.56,5.729,323
3942,6.34,5.729,458
3943,6.29,5.729,495
3944,6.76,5.729,293
3945,7.1,5.729,205
3946,6.45,5.729,440
3947,7.51,5.728,204
3948,6.3,5.728,527
3949,6.39,5.728,462
3950,5.93,5.728,1544
3951,7.08,5.728,218
3952,6.71,5.728,283
3953,8.05,5.728,135
3954,6.51,5.728,445
3955,7.27,5.728,191
3956,8.65,5.728,111
3957,6.35,5.728,530
3958,6.32,5.728,469
3959,6.11,5.728,918
3960,6.95,5.728,281
3961,6.16,5.728,859
3962,6.52,5.727,367
3963,6.71,5.727,344
3964,6.16,5.727,710
3965,6.74,5.727,310
3966,6.4,5.727,415
3967,6.02,5.727,1289
3968,6.44,5.727,397
3969,7.03,5.727,252
3970,8.52,5.727,119
3971,7.21,5.727,223
3972,6.56,5.727,349
3973,6.65,5.727,316
3974,6.37,5.727,493
3975,6.55,5.727,382
3976,6.79,5.727,307
3977,6.41,5.727,428
3978,7.94,5.727,164
3979,6.91,5.726,277
3980,7.84,5.726,202
3981,6.19,5.726,599
3982,6.45,5.726,374
3983,6.82,5.726,262
3984,7.8,5.726,165
3985,6.39,5.726,451
3986,8.16,5.726,142
3987,7.3,5.726,207
3988,6.26,5.726,552
3989,6.02,5.726,1433
3990,6.65,5.725,297
3991,6.79,5.725,289
3992,7.44,5.725,179
3993,6.17,5.725,622
3994,6.71,5.725,353
3995,6.19,5.725,611
3996,7.21,5.725,190
3997,7.4,5.725,186
3998,6.05,5.725,919
3999,6.92,5.725,256
4000,7.56,5.725,166
4001,6.34,5.724,492
4002,6.47,5.724,395
4003,7.9,5.724,135
4004,6.59,5.724,307
4005,7.07,5.724,223
4006,7.74,5.724,140
4007,6.72,5.724,305
4008,7.09,5.724,417
4009,7.5,5.724,174
4010,6.95,5.724,238
4011,7.58,5.724,149
4012,6.64,5.724,359
4013,7.57,5.723,146
4014,6.76,5.723,387
4015,6.61,5.723,312
4016,6.37,5.723,527
4017,7.08,5.723,216
4018,8.54,5.723,116
4019,6.46,5.723,387
4020,6.84,5.723,262
4021,6.92,5.723,237
4022,6.33,5.723,488
4023,8.28,5.723,139
4024,6.46,5.723,369
4025,5.92,5.723,2403
4026,6.72,5.723,303
4027,6.82,5.723,269
4028,6.79,5.723,278
4029,6.61,5.723,324
4030,7.03,5.722,214
4031,6.97,5.722,254
4032,7.22,5.722,238
4033,6.85,5.722,253
4034,6.58,5.722,317
4035,6.42,5.722,401
4036,7.68,5.721,147
4037,8.04,5.721,120
4038,6.89,5.721,232
4039,6.52,5.721,373
4040,6.43,5.721,413
4041,6.46,5.721,433
4042,6.33,5.721,487
4043,6.56,5.721,321
4044,6.52,5.721,364
4045,6.36,5.721,509
4046,7.06,5.721,217
4047,7.09,5.721,197
4048,7.16,5.721,182
4049,7.18,5.721,227
4050,7.15,5.721,252
4051,7.02,5.721,218
4052,6.84,5.721,287
4053,6.49,5.721,424
4054,6.27,5.721,541
4055,6.24,5.721,705
4056,6.5,5.72,362
4057,6.13,5.72,683
4058,7.19,5.72,183
4059,7.43,5.72,160
4060,7.09,5.72,200
4061,6.68,5.72,303
4062,7.53,5.72,151
4063,6.85,5.72,243
4064,7.02,5.72,240
4065,6.54,5.72,362
4066,7.18,5.72,224
4067,8.27,5.7189999999999985,132
4068,6.65,5.7189999999999985,311
4069,7.11,5.7189999999999985,194
4070,6.36,5.7189999999999985,445
4071,6.76,5.7189999999999985,285
4072,6.76,5.7189999999999985,263
4073,8.12,5.7189999999999985,182
4074,7.87,5.7189999999999985,135
4075,6.99,5.7189999999999985,246
4076,6.79,5.7189999999999985,275
4077,7.13,5.7189999999999985,204
4078,6.86,5.718,239
4079,6.44,5.718,382
4080,7.58,5.718,175
4081,6.34,5.718,474
4082,6.05,5.718,866
4083,6.78,5.718,333
4084,6.43,5.718,397
4085,6.02,5.718,1087
4086,6.31,5.718,524
4087,7.57,5.718,153
4088,7.11,5.718,201
4089,6.05,5.718,927
4090,6.6,5.718,315
4091,6.14,5.718,661
4092,6.43,5.7170000000000005,404
4093,6.04,5.7170000000000005,907
4094,6.72,5.7170000000000005,270
4095,6.24,5.7170000000000005,558
4096,6.87,5.7170000000000005,240
4097,7.51,5.716,158
4098,7.56,5.716,150
4099,7.38,5.716,159
4100,6.91,5.716,234
4101,6.92,5.716,243
4102,7.79,5.716,255
4103,6.95,5.715,250
4104,7.16,5.715,215
4105,6.74,5.715,289
4106,6.31,5.715,537
4107,7.82,5.715,125
4108,6.69,5.715,326
4109,7.89,5.715,131
4110,6.64,5.715,375
4111,6.16,5.715,680
4112,6.58,5.715,315
4113,7.04,5.715,204
4114,6.88,5.715,282
4115,6.72,5.715,273
4116,6.3,5.714,510
4117,6.75,5.714,274
4118,6.17,5.714,589
4119,6.77,5.714,260
4120,6.01,5.714,905
4121,7.33,5.714,176
4122,6.85,5.714,245
4123,7.31,5.714,209
4124,6.27,5.714,469
4125,6.74,5.714,266
4126,6.49,5.714,413
4127,6.28,5.714,480
4128,7.81,5.714,144
4129,6.96,5.714,221
4130,6.29,5.714,503
4131,6.48,5.714,346
4132,6.46,5.712999999999999,400
4133,8.08,5.712999999999999,119
4134,6.12,5.712999999999999,667
4135,7.07,5.712999999999999,212
4136,7.03,5.712999999999999,203
4137,6.54,5.712999999999999,358
4138,5.98,5.712999999999999,1060
4139,6.71,5.712999999999999,280
4140,6.41,5.712999999999999,419
4141,6.68,5.712999999999999,345
4142,7.01,5.712999999999999,233
4143,6.19,5.7120000000000015,576
4144,6.63,5.7120000000000015,327
4145,6.81,5.7120000000000015,267
4146,6.41,5.7120000000000015,381
4147,6.5,5.7120000000000015,387
4148,6.99,5.7120000000000015,219
4149,6.12,5.7120000000000015,672
4150,6.66,5.7120000000000015,325
4151,7.81,5.7120000000000015,127
4152,6.89,5.7120000000000015,241
4153,7.56,5.7120000000000015,177
4154,6.7,5.711,291
4155,6.05,5.711,997
4156,6.65,5.711,283
4157,7.82,5.711,152
4158,6.87,5.711,250
4159,8.09,5.711,124
4160,6.46,5.711,365
4161,6.9,5.711,229
4162,6.35,5.711,431
4163,6.19,5.711,589
4164,6.48,5.711,336
4165,7.32,5.711,184
4166,6.83,5.71,244
4167,6.18,5.71,558
4168,7.18,5.71,193
4169,6.31,5.71,436
4170,6.85,5.71,299
4171,6.51,5.71,332
4172,6.74,5.71,257
4173,7.94,5.71,129
4174,6.47,5.71,380
4175,6.1,5.71,715
4176,8.25,5.71,125
4177,7.35,5.71,169
4178,6.4,5.71,384
4179,6.17,5.71,708
4180,6.64,5.71,341
4181,6.17,5.709,588
4182,6.18,5.709,573
4183,7.59,5.709,152
4184,7.39,5.709,197
4185,7.31,5.709,166
4186,6.19,5.709,698
4187,6.4,5.709,388
4188,6.6,5.709,345
4189,6.36,5.709,390
4190,6.2,5.709,531
4191,5.82,5.709,6073
4192,6.71,5.707999999999998,313
4193,6.7,5.707999999999998,271
4194,6.44,5.707999999999998,385
4195,6.46,5.707999999999998,391
4196,6.22,5.707999999999998,645
4197,7.12,5.707999999999998,192
4198,6.29,5.707999999999998,446
4199,5.92,5.707999999999998,1857
4200,6.26,5.707999999999998,515
4201,6.91,5.707999999999998,236
4202,6.71,5.707999999999998,256
4203,6.56,5.707999999999998,311
4204,6.88,5.707999999999998,216
4205,8.36,5.707999999999998,104
4206,7.22,5.707000000000002,179
4207,6.71,5.707000000000002,295
4208,6.01,5.707000000000002,1623
4209,6.38,5.707000000000002,410
4210,6.41,5.707000000000002,365
4211,6.48,5.707000000000002,365
4212,6.48,5.707000000000002,355
4213,7.38,5.707000000000002,169
4214,6.82,5.707000000000002,266
4215,6.74,5.707000000000002,268
4216,7.3,5.707000000000002,169
4217,7.97,5.706,118
4218,7.14,5.706,253
4219,6.82,5.706,277
4220,7.05,5.706,200
4221,5.96,5.706,1093
4222,7.25,5.706,173
4223,7.51,5.706,234
4224,6.43,5.706,364
4225,7.37,5.706,165
4226,6.76,5.706,258
4227,6.88,5.706,221
4228,6.12,5.705,629
4229,6.24,5.705,470
4230,6.15,5.705,603
4231,6.71,5.705,284
4232,6.34,5.705,425
4233,6.78,5.705,233
4234,7.53,5.705,145
4235,7.0,5.705,197
4236,5.9,5.705,3383
4237,6.74,5.705,314
4238,6.15,5.705,598
4239,6.36,5.705,408
4240,7.92,5.704,141
4241,6.7,5.704,295
4242,7.99,5.704,112
4243,6.55,5.704,293
4244,6.7,5.704,258
4245,6.59,5.704,283
4246,7.08,5.704,185
4247,6.71,5.704,261
4248,6.93,5.704,232
4249,6.96,5.704,204
4250,7.51,5.704,143
4251,7.2,5.704,173
4252,6.94,5.704,214
4253,7.57,5.7029999999999985,146
4254,6.35,5.7029999999999985,416
4255,7.48,5.7029999999999985,144
4256,6.19,5.7029999999999985,516
4257,6.29,5.7029999999999985,417
4258,6.99,5.7029999999999985,220
4259,6.4,5.7029999999999985,373
4260,6.67,5.7029999999999985,270
4261,7.69,5.7029999999999985,150
4262,6.7,5.7029999999999985,253
4263,6.36,5.7029999999999985,450
4264,6.55,5.702000000000001,423
4265,7.24,5.702000000000001,192
4266,6.63,5.702000000000001,280
4267,6.37,5.702000000000001,382
4268,7.08,5.702000000000001,242
4269,6.58,5.702000000000001,290
4270,6.32,5.7010000000000005,401
4271,6.98,5.7010000000000005,238
4272,6.68,5.7010000000000005,275
4273,6.9,5.7010000000000005,204
4274,6.13,5.7010000000000005,620
4275,6.18,5.7010000000000005,501
4276,6.54,5.7010000000000005,314
4277,7.36,5.7010000000000005,161
4278,6.66,5.7010000000000005,274
4279,6.07,5.7010000000000005,765
4280,6.14,5.7010000000000005,559
4281,6.04,5.7,770
4282,6.33,5.7,412
4283,7.79,5.7,286
4284,7.05,5.7,219
4285,6.7,5.7,268
4286,6.3,5.7,453
4287,6.78,5.7,265
4288,7.98,5.7,154
4289,6.8,5.7,233
4290,6.3,5.7,412
4291,7.6,5.7,135
4292,6.03,5.7,866
4293,6.43,5.7,402
4294,7.27,5.7,188
4295,7.25,5.699,163
4296,7.02,5.699,202
4297,6.18,5.699,557
4298,5.92,5.699,1247
4299,6.97,5.699,222
4300,8.01,5.699,120
4301,7.08,5.699,181
4302,6.96,5.699,208
4303,6.24,5.699,443
4304,6.3,5.698,403
4305,7.0,5.698,204
4306,6.98,5.698,222
4307,6.26,5.698,487
4308,7.01,5.698,199
4309,6.94,5.698,211
4310,6.19,5.698,497
4311,6.42,5.698,391
4312,6.06,5.698,757
4313,6.47,5.698,323
4314,6.39,5.697,434
4315,7.73,5.697,142
4316,6.49,5.697,342
4317,6.2,5.697,502
4318,6.0,5.697,1177
4319,7.05,5.697,213
4320,7.33,5.697,164
4321,6.09,5.697,737
4322,6.09,5.697,597
4323,6.39,5.697,337
4324,5.94,5.697,1287
4325,6.87,5.697,247
4326,8.21,5.697,121
4327,6.9,5.6960000000000015,248
4328,7.98,5.6960000000000015,111
4329,6.18,5.6960000000000015,537
4330,6.91,5.6960000000000015,214
4331,7.23,5.6960000000000015,178
4332,6.44,5.6960000000000015,336
4333,6.56,5.6960000000000015,343
4334,6.4,5.6960000000000015,390
4335,6.59,5.6960000000000015,328
4336,6.63,5.695,257
4337,6.02,5.695,769
4338,6.36,5.695,338
4339,6.33,5.695,383
4340,6.62,5.695,263
4341,6.17,5.695,590
4342,7.34,5.695,184
4343,6.39,5.695,350
4344,8.64,5.695,95
4345,6.15,5.695,550
4346,7.1,5.695,206
4347,6.71,5.695,240
4348,6.37,5.695,367
4349,8.21,5.695,114
4350,6.14,5.694,574
4351,6.75,5.694,239
4352,6.27,5.694,422
4353,7.26,5.694,154
4354,6.4,5.694,368
4355,6.35,5.694,412
4356,6.09,5.694,591
4357,7.21,5.694,161
4358,7.88,5.694,120
4359,6.56,5.694,288
4360,6.41,5.693,349
4361,6.2,5.693,532
4362,6.48,5.693,279
4363,6.21,5.693,619
4364,7.72,5.693,140
4365,7.91,5.693,149
4366,8.58,5.693,139
4367,6.32,5.693,401
4368,6.52,5.693,311
4369,7.62,5.693,143
4370,7.51,5.693,145
4371,6.84,5.693,227
4372,6.39,5.693,362
4373,7.17,5.692,188
4374,6.45,5.692,334
4375,6.27,5.692,461
4376,6.06,5.692,756
4377,6.03,5.692,756
4378,6.18,5.692,495
4379,6.78,5.692,227
4380,6.37,5.692,388
4381,7.77,5.692,112
4382,6.97,5.692,201
4383,6.7,5.692,257
4384,7.47,5.692,169
4385,6.45,5.692,304
4386,6.27,5.692,428
4387,6.26,5.692,425
4388,6.46,5.692,445
4389,6.85,5.691,220
4390,6.73,5.691,225
4391,7.87,5.691,118
4392,7.06,5.691,207
4393,6.35,5.691,377
4394,6.69,5.691,258
4395,6.67,5.691,257
4396,6.63,5.691,271
4397,6.82,5.691,219
4398,7.64,5.691,128
4399,6.36,5.691,367
4400,6.18,5.691,503
4401,7.49,5.69,136
4402,7.05,5.69,189
4403,6.59,5.69,286
4404,6.31,5.69,413
4405,6.16,5.69,561
4406,7.2,5.69,153
4407,6.21,5.69,487
4408,6.57,5.69,263
4409,7.27,5.69,155
4410,6.87,5.69,216
4411,7.79,5.69,226
4412,6.15,5.689,553
4413,7.21,5.689,175
4414,7.63,5.689,141
4415,7.23,5.689,177
4416,7.47,5.689,164
4417,6.74,5.689,231
4418,7.24,5.689,180
4419,6.87,5.689,214
4420,6.04,5.689,709
4421,7.04,5.689,191
4422,6.47,5.689,307
4423,6.27,5.689,464
4424,7.17,5.689,161
4425,6.88,5.689,210
4426,6.24,5.689,441
4427,5.96,5.689,860
4428,6.86,5.689,228
4429,6.31,5.689,452
4430,6.4,5.689,323
4431,6.17,5.688,583
4432,6.5,5.688,306
4433,7.44,5.688,157
4434,7.04,5.688,178
4435,6.12,5.688,539
4436,7.0,5.688,205
4437,7.89,5.688,104
4438,6.22,5.688,578
4439,7.35,5.688,161
4440,7.18,5.688,167
4441,6.17,5.688,502
4442,6.08,5.688,654
4443,6.76,5.687,217
4444,8.05,5.687,106
4445,6.68,5.687,241
4446,6.75,5.687,244
4447,6.65,5.687,234
4448,7.01,5.687,201
4449,6.29,5.687,378
4450,8.11,5.687,109
4451,6.72,5.687,288
4452,6.47,5.687,309
4453,7.67,5.687,128
4454,7.64,5.687,148
4455,7.88,5.687,157
4456,7.49,5.687,153
4457,6.96,5.686,183
4458,6.97,5.686,183
4459,7.19,5.686,159
4460,6.83,5.686,238
4461,6.16,5.686,660
4462,6.42,5.686,331
4463,7.75,5.686,235
4464,7.21,5.686,165
4465,6.84,5.686,210
4466,6.38,5.686,350
4467,7.71,5.686,139
4468,7.24,5.686,161
4469,6.36,5.686,352
4470,6.71,5.686,228
4471,6.6,5.686,305
4472,7.15,5.686,153
4473,8.19,5.686,115
4474,6.97,5.686,251
4475,6.54,5.686,267
4476,7.62,5.685,194
4477,7.94,5.685,112
4478,6.63,5.685,312
4479,6.66,5.685,225
4480,7.55,5.685,124
4481,7.26,5.685,165
4482,6.87,5.685,216
4483,6.6,5.685,264
4484,6.36,5.685,338
4485,6.49,5.685,314
4486,6.1,5.685,871
4487,6.06,5.685,796
4488,6.73,5.685,248
4489,7.69,5.685,127
4490,6.81,5.685,209
4491,6.48,5.685,279
4492,6.34,5.685,388
4493,7.5,5.685,132
4494,7.41,5.685,129
4495,6.21,5.685,533
4496,7.43,5.684,141
4497,6.24,5.684,431
4498,6.84,5.684,191
4499,5.94,5.684,1334
4500,6.35,5.684,359
4501,6.68,5.684,235
4502,7.12,5.684,155
4503,6.84,5.684,234
4504,6.42,5.684,310
4505,7.9,5.684,113
4506,6.27,5.684,423
4507,6.82,5.684,204
4508,6.24,5.684,797
4509,7.36,5.684,150
4510,6.23,5.683,420
4511,6.37,5.683,333
4512,6.74,5.683,278
4513,6.19,5.683,545
4514,7.71,5.683,166
4515,7.88,5.683,115
4516,6.6,5.683,266
4517,7.08,5.683,208
4518,6.54,5.683,268
4519,6.37,5.683,361
4520,6.64,5.683,226
4521,5.88,5.683,2440
4522,7.1,5.683,194
4523,6.86,5.683,186
4524,6.93,5.683,191
4525,6.74,5.683,229
4526,7.66,5.682,248
4527,7.11,5.682,279
4528,6.99,5.682,173
4529,6.53,5.682,324
4530,6.61,5.682,266
4531,8.0,5.682,112
4532,7.72,5.682,123
4533,6.23,5.682,515
4534,6.5,5.682,282
4535,7.62,5.682,128
4536,6.79,5.682,218
4537,5.89,5.682,2163
4538,6.34,5.682,371
4539,7.25,5.682,145
4540,6.08,5.681,603
4541,7.18,5.681,170
4542,6.73,5.681,253
4543,6.26,5.681,391
4544,7.01,5.681,170
4545,6.51,5.681,311
4546,6.39,5.681,321
4547,6.54,5.681,279
4548,7.31,5.681,139
4549,7.07,5.681,171
4550,6.77,5.681,209
4551,6.53,5.681,268
4552,7.74,5.681,119
4553,7.16,5.681,159
4554,6.45,5.681,303
4555,5.88,5.681,1263
4556,6.32,5.681,347
4557,6.05,5.681,584
4558,6.72,5.681,258
4559,6.93,5.681,217
4560,6.67,5.681,228
4561,7.05,5.681,191
4562,6.76,5.681,249
4563,5.85,5.681,2042
4564,8.02,5.681,115
4565,7.04,5.681,177
4566,6.17,5.68,483
4567,6.3,5.68,371
4568,6.94,5.68,218
4569,7.74,5.68,124
4570,6.23,5.68,413
4571,8.55,5.68,106
4572,6.55,5.68,264
4573,6.76,5.6789999999999985,237
4574,6.75,5.6789999999999985,222
4575,6.16,5.6789999999999985,538
4576,6.15,5.6789999999999985,479
4577,6.48,5.6789999999999985,290
4578,7.24,5.6789999999999985,150
4579,7.4,5.6789999999999985,145
4580,8.47,5.6789999999999985,94
4581,6.56,5.6789999999999985,303
4582,6.99,5.6789999999999985,192
4583,6.41,5.6789999999999985,387
4584,7.09,5.6789999999999985,186
4585,7.12,5.6789999999999985,195
4586,8.12,5.6789999999999985,91
4587,6.3,5.6789999999999985,405
4588,7.0,5.6789999999999985,176
4589,6.7,5.6789999999999985,239
4590,7.15,5.6789999999999985,145
4591,6.48,5.678,310
4592,6.62,5.678,264
4593,6.97,5.678,170
4594,6.18,5.678,613
4595,7.61,5.678,115
4596,6.43,5.678,317
4597,6.86,5.678,246
4598,6.08,5.678,538
4599,7.58,5.6770000000000005,118
4600,7.09,5.6770000000000005,167
4601,9.17,5.6770000000000005,159
4602,6.59,5.6770000000000005,260
4603,7.83,5.6770000000000005,107
4604,6.78,5.6770000000000005,211
4605,6.55,5.6770000000000005,275
4606,6.68,5.6770000000000005,236
4607,6.62,5.6770000000000005,238
4608,8.28,5.6770000000000005,91
4609,6.19,5.6770000000000005,427
4610,7.55,5.6770000000000005,123
4611,6.8,5.6770000000000005,221
4612,6.38,5.6770000000000005,334
4613,6.85,5.6770000000000005,224
4614,6.18,5.6770000000000005,593
4615,7.16,5.6770000000000005,176
4616,6.56,5.6770000000000005,275
4617,6.95,5.6770000000000005,181
4618,7.1,5.6770000000000005,157
4619,6.9,5.6770000000000005,185
4620,6.37,5.6770000000000005,369
4621,7.03,5.676,178
4622,6.67,5.676,224
4623,8.28,5.676,95
4624,6.49,5.676,301
4625,6.56,5.676,244
4626,6.46,5.676,321
4627,6.16,5.676,496
4628,6.51,5.676,255
4629,7.29,5.676,152
4630,7.07,5.676,168
4631,7.71,5.676,109
4632,6.7,5.676,240
4633,6.7,5.676,284
4634,7.62,5.676,129
4635,7.06,5.676,155
4636,6.69,5.676,263
4637,7.06,5.675,163
4638,6.89,5.675,199
4639,6.95,5.675,196
4640,5.98,5.675,748
4641,6.8,5.675,197
4642,6.45,5.675,272
4643,8.0,5.675,127
4644,7.37,5.675,149
4645,7.68,5.675,113
4646,6.88,5.675,180
4647,6.91,5.675,255
4648,6.04,5.675,967
4649,6.38,5.675,347
4650,6.51,5.675,301
4651,7.39,5.675,140
4652,6.22,5.675,405
4653,7.2,5.675,164
4654,7.4,5.674,134
4655,8.34,5.674,103
4656,6.62,5.674,231
4657,7.48,5.674,125
4658,7.25,5.674,138
4659,6.45,5.674,277
4660,6.52,5.674,292
4661,6.74,5.674,203
4662,8.33,5.674,97
4663,6.41,5.674,299
4664,6.61,5.674,241
4665,6.87,5.674,176
4666,6.42,5.674,355
4667,5.92,5.674,921
4668,6.22,5.674,411
4669,6.49,5.674,338
4670,7.23,5.674,148
4671,7.93,5.674,114
4672,6.11,5.674,644
4673,6.42,5.674,364
4674,6.05,5.672999999999999,685
4675,6.43,5.672999999999999,295
4676,7.96,5.672999999999999,152
4677,7.05,5.672999999999999,157
4678,6.95,5.672999999999999,188
4679,6.99,5.672999999999999,159
4680,6.13,5.672999999999999,515
4681,6.6,5.672999999999999,239
4682,7.3,5.672999999999999,127
4683,7.24,5.672999999999999,143
4684,7.46,5.672999999999999,147
4685,5.99,5.672999999999999,784
4686,6.49,5.672999999999999,273
4687,6.16,5.6720000000000015,561
4688,9.01,5.6720000000000015,66
4689,6.27,5.6720000000000015,367
4690,6.16,5.6720000000000015,448
4691,7.73,5.6720000000000015,142
4692,6.01,5.6720000000000015,707
4693,6.73,5.6720000000000015,212
4694,6.88,5.6720000000000015,197
4695,6.41,5.6720000000000015,319
4696,7.79,5.6720000000000015,104
4697,6.17,5.6720000000000015,537
4698,6.76,5.6720000000000015,203
4699,6.63,5.6720000000000015,214
4700,6.93,5.6720000000000015,218
4701,7.68,5.671,104
4702,7.12,5.671,151
4703,6.43,5.671,299
4704,6.96,5.671,181
4705,7.43,5.671,133
4706,6.49,5.671,264
4707,6.66,5.671,228
4708,7.45,5.671,139
4709,7.45,5.671,131
4710,6.54,5.671,307
4711,6.09,5.671,543
4712,6.82,5.671,190
4713,6.21,5.671,423
4714,7.94,5.671,107
4715,5.89,5.671,1106
4716,6.24,5.67,461
4717,6.05,5.67,663
4718,6.44,5.67,279
4719,6.78,5.67,190
4720,6.42,5.67,269
4721,6.27,5.67,355
4722,5.94,5.67,899
4723,6.54,5.67,261
4724,6.55,5.67,237
4725,6.88,5.67,189
4726,6.27,5.67,361
4727,6.95,5.67,191
4728,6.79,5.67,200
4729,7.73,5.67,111
4730,5.99,5.67,660
4731,6.72,5.67,228
4732,6.8,5.67,190
4733,6.3,5.67,349
4734,6.65,5.67,245
4735,8.29,5.669,118
4736,6.26,5.669,410
4737,7.38,5.669,139
4738,6.97,5.669,174
4739,7.42,5.669,129
4740,6.67,5.669,210
4741,7.02,5.669,154
4742,6.99,5.669,200
4743,6.67,5.669,220
4744,6.48,5.669,280
4745,6.64,5.669,318
4746,6.76,5.669,221
4747,7.48,5.667999999999998,130
4748,6.08,5.667999999999998,486
4749,5.88,5.667999999999998,1563
4750,6.72,5.667999999999998,197
4751,6.09,5.667999999999998,496
4752,6.47,5.667999999999998,283
4753,7.04,5.667999999999998,157
4754,6.59,5.667999999999998,243
4755,6.76,5.667999999999998,196
4756,6.0,5.667999999999998,753
4757,5.9,5.667999999999998,944
4758,6.33,5.667999999999998,361
4759,7.12,5.667999999999998,144
4760,6.97,5.667999999999998,163
4761,6.2,5.667999999999998,405
4762,6.29,5.667999999999998,358
4763,6.79,5.667999999999998,214
4764,6.79,5.667999999999998,203
4765,7.33,5.667999999999998,133
4766,6.67,5.667000000000002,219
4767,6.42,5.667000000000002,267
4768,6.45,5.667000000000002,283
4769,6.46,5.667000000000002,330
4770,6.24,5.667000000000002,383
4771,7.71,5.667000000000002,159
4772,7.74,5.667000000000002,98
4773,7.07,5.667000000000002,154
4774,6.01,5.667000000000002,665
4775,6.32,5.667000000000002,341
4776,7.28,5.667000000000002,128
4777,7.02,5.667000000000002,171
4778,7.22,5.667000000000002,146
4779,6.27,5.667000000000002,352
4780,6.49,5.667000000000002,304
4781,8.19,5.667000000000002,91
4782,6.34,5.667000000000002,346
4783,7.0,5.666,173
4784,6.85,5.666,179
4785,6.7,5.666,235
4786,6.38,5.666,297
4787,6.97,5.666,172
4788,7.57,5.666,136
4789,6.82,5.666,214
4790,6.39,5.666,283
4791,6.79,5.666,202
4792,6.89,5.666,171
4793,6.32,5.666,382
4794,5.96,5.666,990
4795,6.11,5.666,588
4796,6.69,5.666,226
4797,7.01,5.666,153
4798,6.61,5.666,223
4799,6.2,5.666,404
4800,6.81,5.666,211
4801,7.04,5.666,148
4802,5.87,5.666,1203
4803,6.52,5.666,251
4804,6.97,5.666,203
4805,6.39,5.665,283
4806,6.64,5.665,255
4807,8.0,5.665,103
4808,6.23,5.665,441
4809,6.62,5.665,222
4810,6.28,5.665,337
4811,7.18,5.665,159
4812,6.26,5.665,359
4813,6.06,5.665,627
4814,6.28,5.665,347
4815,6.93,5.665,179
4816,7.61,5.665,190
4817,7.21,5.665,132
4818,6.24,5.665,350
4819,8.26,5.665,85
4820,6.35,5.665,315
4821,6.65,5.665,202
4822,6.5,5.665,229
4823,7.66,5.664,152
4824,6.03,5.664,603
4825,7.34,5.664,141
4826,6.54,5.664,272
4827,6.9,5.664,186
4828,5.86,5.664,1768
4829,6.59,5.664,249
4830,6.82,5.664,170
4831,6.7,5.664,199
4832,6.12,5.664,455
4833,6.52,5.664,244
4834,6.81,5.664,183
4835,7.92,5.664,120
4836,6.21,5.664,391
4837,6.22,5.6629999999999985,393
4838,6.25,5.6629999999999985,321
4839,6.46,5.6629999999999985,261
4840,6.44,5.6629999999999985,258
4841,7.43,5.6629999999999985,118
4842,6.39,5.6629999999999985,276
4843,6.61,5.6629999999999985,216
4844,6.93,5.6629999999999985,177
4845,6.01,5.6629999999999985,616
4846,6.67,5.6629999999999985,206
4847,6.47,5.6629999999999985,263
4848,6.33,5.6629999999999985,308
4849,6.75,5.6629999999999985,223
4850,7.06,5.6629999999999985,149
4851,6.94,5.6629999999999985,165
4852,7.38,5.6629999999999985,125
4853,6.36,5.6629999999999985,286
