Rank,Arating,Grating,votes
1,8.91,8.611,24390
2,8.64,8.49,30847
3,8.54,8.259,15494
4,8.4,8.242,38060
5,8.32,8.174,34198
6,8.45,8.162,16408
7,8.55,8.125,9019
8,8.29,8.12,38978
9,8.29,8.08,18882
10,8.73,8.072000000000001,6441
11,8.2,8.049,32404
12,8.42,8.032,9711
13,8.13,8.012,36374
14,8.12,7.991,40128
15,8.38,7.99,10518
16,8.62,7.9860000000000015,5322
17,8.43,7.939,8806
18,8.15,7.928,17187
19,8.1,7.926,19602
20,8.04,7.922999999999999,56150
21,8.23,7.921,17168
22,8.12,7.909,14888
23,8.07,7.907999999999999,23489
24,8.11,7.896,23361
25,7.99,7.8889999999999985,56722
26,8.16,7.877999999999999,16322
27,8.08,7.876,15704
28,8.18,7.859,10958
29,8.18,7.855,9543
30,8.03,7.849,25308
31,8.13,7.817,11057
32,8.81,7.814,5778
33,8.26,7.809,7043
34,8.08,7.806,16453
35,7.99,7.803,16855
36,7.89,7.801,49703
37,7.94,7.784,27043
38,7.93,7.778,24289
39,7.95,7.777,23910
40,7.89,7.755,22974
41,7.91,7.744,26538
42,7.94,7.732,15268
43,8.06,7.711,8773
44,7.9,7.71,24205
45,7.78,7.691,68427
46,7.86,7.676,15812
47,7.76,7.664,40387
48,7.81,7.662000000000001,24569
49,7.85,7.659,15617
50,8.14,7.651,5703
51,8.12,7.647,6814
52,7.77,7.647,38316
53,7.87,7.642,17196
54,8.01,7.641,10376
55,7.78,7.6389999999999985,25469
56,7.86,7.632999999999999,23436
57,7.78,7.629,21127
58,7.72,7.627000000000002,50405
59,8.1,7.626,6832
60,7.82,7.615,16763
61,7.74,7.61,26965
62,7.72,7.603,33099
63,8.02,7.602,6674
64,7.92,7.596,8508
65,7.74,7.591,29674
66,7.73,7.586,21247
67,8.16,7.585,5334
68,7.8,7.5779999999999985,13385
69,7.76,7.576,18824
70,7.76,7.575,15004
71,7.79,7.566,12053
72,7.71,7.56,23033
73,7.78,7.556,12464
74,7.77,7.551,20680
75,7.64,7.5470000000000015,82574
76,7.65,7.545,67814
77,7.68,7.54,32527
78,7.79,7.527,9393
79,8.0,7.523,6032
80,7.75,7.521,13078
81,8.2,7.52,3997
82,7.73,7.501,19211
83,7.99,7.497000000000001,5991
84,7.6,7.496,37962
85,8.14,7.495,4565
86,7.7,7.485,14546
87,7.82,7.483,8424
88,7.92,7.482,5813
89,7.8,7.475,9149
90,7.78,7.474,9457
91,7.61,7.473,28121
92,7.63,7.468,18702
93,7.61,7.463999999999999,19716
94,7.66,7.463999999999999,23848
95,7.79,7.462999999999999,8639
96,7.65,7.4620000000000015,17125
97,8.06,7.457999999999998,4996
98,7.63,7.457000000000002,22351
99,7.78,7.455,8246
100,7.56,7.447,47069
101,7.67,7.442,13160
102,7.69,7.439,10412
103,7.72,7.439,8833
104,7.57,7.428,18870
105,7.82,7.427,7754
106,8.02,7.427,4303
107,7.78,7.426,7402
108,7.95,7.425,5288
109,7.79,7.42,8285
110,7.67,7.417000000000002,10024
111,7.64,7.414,18027
112,7.65,7.41,11780
113,7.72,7.407999999999999,7783
114,7.9,7.403,5902
115,7.52,7.402,27761
116,8.02,7.402,4040
117,7.56,7.4,23867
118,7.86,7.4,5487
119,7.92,7.399,4864
120,7.63,7.395,10076
121,7.94,7.395,4750
122,7.55,7.395,22600
123,7.55,7.3889999999999985,17296
124,7.9,7.382999999999999,4907
125,7.59,7.377000000000002,14292
126,7.61,7.374,10440
127,7.7,7.374,7385
128,7.64,7.374,9825
129,7.47,7.366,44596
130,7.59,7.364,11989
131,8.53,7.364,2439
132,7.71,7.362999999999999,6705
133,7.63,7.3610000000000015,8885
134,7.74,7.36,9489
135,7.65,7.359,13164
136,7.55,7.357,14023
137,7.6,7.353,16893
138,7.65,7.349,8266
139,7.45,7.346,60045
140,8.07,7.345,4183
141,7.61,7.341,8869
142,8.25,7.338999999999999,2590
143,7.47,7.332000000000002,17416
144,8.04,7.331,3316
145,7.56,7.3279999999999985,11884
146,7.84,7.3279999999999985,5385
147,7.92,7.326,4939
148,7.53,7.325,15304
149,7.44,7.324,25458
150,7.69,7.322999999999999,7817
151,7.43,7.322999999999999,84265
152,7.48,7.32,27748
153,7.84,7.318,4692
154,7.91,7.315,4156
155,7.48,7.314,17346
156,8.2,7.311,3142
157,7.68,7.307,6347
158,7.52,7.305,13400
159,7.52,7.303,10964
160,8.05,7.301,3045
161,7.62,7.301,7823
162,7.49,7.3,12058
163,7.51,7.298999999999999,10933
164,7.56,7.297999999999999,9482
165,7.53,7.296,11028
166,7.6,7.292999999999998,7947
167,7.46,7.292000000000002,15436
168,7.57,7.29,8005
169,7.69,7.289,7851
170,7.81,7.2879999999999985,4575
171,7.82,7.2879999999999985,4815
172,7.56,7.2879999999999985,9717
173,7.81,7.287000000000001,4574
174,7.67,7.284,7241
175,7.86,7.284,3946
176,7.44,7.28,17475
177,7.47,7.28,13583
178,7.77,7.279,5644
179,7.68,7.278,5742
180,7.59,7.274,11159
181,7.46,7.271,13103
182,7.69,7.27,6794
183,7.49,7.27,13296
184,7.99,7.268,3631
185,7.82,7.267,4114
186,7.56,7.26,7220
187,7.44,7.257999999999999,13440
188,7.71,7.256,5010
189,7.4,7.255,22980
190,7.51,7.252999999999999,10006
191,7.57,7.251,8154
192,7.7,7.246,4969
193,7.84,7.241,3516
194,7.42,7.24,14039
195,7.93,7.237,3285
196,7.38,7.2360000000000015,19472
197,7.91,7.234,3138
198,7.46,7.233,13218
199,7.62,7.231,6038
200,7.58,7.224,6231
201,7.67,7.224,5144
202,7.65,7.224,5250
203,7.48,7.223,9905
204,7.34,7.221,31594
205,7.42,7.221,11990
206,7.3,7.215,53233
207,7.9,7.213999999999999,3822
208,7.43,7.213999999999999,10944
209,7.44,7.212999999999999,11710
210,7.77,7.211,3973
211,7.82,7.21,3611
212,7.52,7.202000000000001,7094
213,7.32,7.202000000000001,24790
214,7.44,7.199,11452
215,7.35,7.197,17321
216,7.37,7.197,14179
217,7.45,7.1960000000000015,8821
218,7.3,7.195,41135
219,7.58,7.194,6522
220,7.7,7.192,5356
221,8.23,7.192,2421
222,7.63,7.191,4774
223,7.4,7.188,12379
224,7.34,7.187,16075
225,7.35,7.187,16939
226,7.53,7.186,6776
227,7.46,7.186,7798
228,7.52,7.184,6524
229,7.42,7.181,11900
230,7.75,7.1789999999999985,4241
231,7.55,7.178,6282
232,7.43,7.178,8665
233,7.41,7.1770000000000005,9859
234,7.86,7.176,3261
235,7.3,7.175,27746
236,7.88,7.172999999999999,3244
237,7.55,7.1720000000000015,5854
238,7.95,7.1720000000000015,3455
239,7.37,7.17,11222
240,7.4,7.17,11507
241,7.26,7.169,46562
242,7.39,7.167999999999998,9701
243,7.65,7.167000000000002,4700
244,7.77,7.166,3612
245,7.96,7.162000000000001,3242
246,7.63,7.159,5076
247,7.42,7.157,8274
248,7.38,7.1560000000000015,14223
249,7.35,7.155,12486
250,7.51,7.153,6696
251,7.27,7.153,20666
252,8.0,7.151,2650
253,7.31,7.148,14961
254,7.31,7.148,17191
255,7.54,7.145,6373
256,7.31,7.144,13414
257,7.23,7.141,48143
258,7.38,7.1320000000000014,8320
259,7.41,7.13,8305
260,7.74,7.127999999999999,3353
261,8.05,7.127000000000002,2816
262,7.38,7.125,9388
263,7.65,7.122999999999998,3909
264,7.75,7.119,3474
265,7.43,7.119,6431
266,7.29,7.1160000000000005,34151
267,7.48,7.114,6717
268,7.54,7.113,4988
269,8.49,7.11,2106
270,7.31,7.108,10541
271,7.41,7.107,6865
272,7.52,7.107,6764
273,7.41,7.106,7095
274,7.22,7.105,19634
275,7.45,7.105,5980
276,7.96,7.105,2369
277,7.93,7.099,2531
278,8.48,7.099,1576
279,7.7,7.093,3560
280,7.24,7.093,17930
281,7.55,7.093,4281
282,7.34,7.091,8011
283,7.35,7.091,8590
284,7.8,7.089,3070
285,7.37,7.087999999999999,8908
286,7.73,7.0870000000000015,3169
287,7.21,7.0870000000000015,23548
288,7.49,7.085,5161
289,7.6,7.082999999999998,4220
290,7.43,7.08,7429
291,7.98,7.0779999999999985,2372
292,7.4,7.0779999999999985,9029
293,7.55,7.0779999999999985,4951
294,7.58,7.0760000000000005,4149
295,7.34,7.0760000000000005,7841
296,7.33,7.0760000000000005,8032
297,7.21,7.0760000000000005,17163
298,7.33,7.074,11918
299,7.62,7.073,3666
300,7.2,7.072,20824
301,8.01,7.0710000000000015,2896
302,7.48,7.07,4859
303,7.32,7.066,10879
304,7.24,7.066,12912
305,7.38,7.063,5962
306,7.15,7.061,31738
307,7.56,7.059,4145
308,7.38,7.058,6537
309,7.46,7.058,6147
310,7.63,7.056,3841
311,7.28,7.055,13245
312,7.34,7.049,8450
313,7.14,7.047999999999999,31785
314,7.38,7.0470000000000015,6433
315,7.27,7.046,9792
316,7.72,7.045,2757
317,7.44,7.044,4793
318,7.41,7.042999999999998,5524
319,7.21,7.042999999999998,12891
320,7.22,7.04,16825
321,7.64,7.04,3245
322,7.75,7.039,2671
323,7.97,7.039,2218
324,7.19,7.039,84569
325,7.78,7.039,2567
326,8.63,7.039,1802
327,7.59,7.039,3763
328,7.46,7.039,5815
329,7.31,7.0379999999999985,8640
330,7.35,7.033,6104
331,7.28,7.032,11182
332,7.25,7.0310000000000015,11506
333,7.17,7.029,18739
334,7.72,7.029,3069
335,7.26,7.026,9866
336,7.7,7.025,3621
337,7.33,7.023,6314
338,7.2,7.022,13077
339,7.2,7.02,11016
340,7.25,7.019,8649
341,7.49,7.019,4103
342,7.54,7.019,3674
343,7.29,7.018,7711
344,7.3,7.016,7624
345,7.6,7.016,3267
346,7.62,7.0139999999999985,3238
347,7.27,7.007999999999999,7487
348,7.31,7.007999999999999,6646
349,7.13,7.007999999999999,23437
350,7.28,7.0070000000000014,7168
351,7.43,7.006,4372
352,7.55,7.006,3613
353,7.1,7.004,43537
354,7.27,7.001,7274
355,7.83,7.001,3191
356,7.68,6.997000000000001,3424
357,7.23,6.997000000000001,10481
358,7.69,6.996,2756
359,7.14,6.9929999999999986,14342
360,7.25,6.9929999999999986,9786
361,7.21,6.9910000000000005,10065
362,7.76,6.989,2542
363,7.24,6.989,8349
364,7.78,6.988,2749
365,7.35,6.9860000000000015,5087
366,7.2,6.9860000000000015,10670
367,7.67,6.985,2872
368,7.1,6.982,21173
369,7.21,6.981,8073
370,7.34,6.981,6660
371,7.32,6.98,5604
372,7.46,6.979,3926
373,7.23,6.979,8131
374,7.11,6.978,16633
375,7.31,6.977,5659
376,7.27,6.974,6322
377,7.3,6.972,6444
378,7.26,6.972,6909
379,7.08,6.971,26380
380,7.22,6.971,7934
381,7.42,6.97,4377
382,8.16,6.9689999999999985,2211
383,7.55,6.9689999999999985,3698
384,7.21,6.965,14100
385,7.44,6.965,4042
386,7.49,6.964,3594
387,7.47,6.9620000000000015,4292
388,7.23,6.96,6785
389,7.44,6.96,3824
390,7.61,6.959,2905
391,7.31,6.957000000000002,5473
392,7.59,6.955,3551
393,8.08,6.955,1723
394,7.61,6.9529999999999985,2915
395,7.05,6.95,33598
396,7.58,6.949,2901
397,7.17,6.949,9596
398,7.3,6.948,5641
399,7.49,6.947,3398
400,8.09,6.945,1936
401,7.5,6.944,3449
402,7.19,6.943,8656
403,7.23,6.942,6601
404,7.76,6.941,2324
405,7.35,6.941,4736
406,7.28,6.939,5560
407,7.07,6.939,18541
408,7.68,6.939,2463
409,7.2,6.939,6966
410,7.63,6.938,2811
411,7.45,6.938,3923
412,8.04,6.937,1726
413,7.39,6.937,4131
414,7.04,6.936,17453
415,7.72,6.936,2327
416,7.45,6.936,4282
417,7.29,6.935,5740
418,7.3,6.934,5948
419,8.03,6.934,1700
420,7.15,6.933,9345
421,8.24,6.932,1472
422,7.44,6.932,3854
423,7.21,6.932,8264
424,7.9,6.931,1947
425,7.16,6.931,8511
426,7.13,6.9289999999999985,9463
427,7.03,6.9270000000000005,25099
428,7.33,6.926,4989
429,7.14,6.926,10276
430,7.1,6.925,24144
431,7.43,6.925,3667
432,7.23,6.925,6134
433,7.04,6.921,28909
434,7.39,6.921,3958
435,7.85,6.919,2039
436,7.32,6.915,4511
437,7.62,6.9129999999999985,2538
438,7.06,6.909,13796
439,8.07,6.909,1492
440,7.15,6.9060000000000015,7948
441,7.35,6.9060000000000015,3910
442,7.32,6.905,4785
443,7.18,6.903,6994
444,7.15,6.902,8678
445,7.29,6.901,4812
446,7.06,6.9,11751
447,7.16,6.899,7478
448,7.21,6.899,6211
449,7.47,6.898,3184
450,7.4,6.898,4345
451,7.52,6.897,2878
452,7.45,6.897,3354
453,7.05,6.896,13565
454,7.64,6.894,2539
455,7.3,6.894,4479
456,7.99,6.892,1625
457,7.8,6.892,2170
458,7.04,6.892,13962
459,7.08,6.891,30172
460,7.54,6.89,2907
461,7.19,6.8889999999999985,5815
462,7.04,6.888,14954
463,7.54,6.886,2990
464,7.82,6.882999999999999,1845
465,7.28,6.882999999999999,4706
466,7.09,6.879,8593
467,8.12,6.877000000000002,1598
468,8.15,6.876,1564
469,7.04,6.874,15963
470,7.68,6.872999999999998,2107
471,8.23,6.872999999999998,1359
472,7.14,6.872000000000001,6565
473,7.37,6.87,3403
474,7.3,6.87,4431
475,7.45,6.869,3467
476,7.43,6.869,3674
477,7.66,6.8679999999999986,2182
478,7.13,6.867000000000001,6761
479,7.11,6.8660000000000005,7452
480,7.26,6.8660000000000005,4490
481,7.33,6.865,3657
482,7.37,6.865,3720
483,6.99,6.864,15155
484,7.75,6.864,1947
485,7.14,6.864,6113
486,8.15,6.863,1465
487,7.1,6.859,7435
488,6.99,6.859,16626
489,8.11,6.859,1523
490,7.1,6.858,7738
491,7.01,6.857,19274
492,7.21,6.855,5136
493,7.28,6.854,4203
494,7.21,6.853,5247
495,7.03,6.852,11886
496,7.28,6.85,4057
497,7.94,6.85,1561
498,6.99,6.849,15721
499,7.55,6.847,2642
500,7.56,6.846,2421
501,7.78,6.846,2008
502,6.97,6.846,15886
503,8.24,6.845,1285
504,7.3,6.8439999999999985,3800
505,7.24,6.843,5440
506,8.0,6.84,1927
507,7.39,6.84,3607
508,7.28,6.837999999999999,4369
509,7.06,6.8370000000000015,7824
510,7.59,6.8370000000000015,2315
511,7.71,6.836,1959
512,7.42,6.836,3087
513,7.12,6.835,6342
514,7.35,6.835,3161
515,7.45,6.834,2740
516,7.26,6.834,4893
517,7.15,6.832999999999998,5881
518,7.61,6.832999999999998,2205
519,7.34,6.832999999999998,3285
520,8.06,6.832999999999998,1421
521,8.07,6.832999999999998,1324
522,7.29,6.831,3648
523,7.29,6.831,4928
524,7.54,6.829,2363
525,7.46,6.8279999999999985,2812
526,8.01,6.827000000000001,1549
527,7.53,6.827000000000001,2338
528,7.65,6.8260000000000005,2286
529,7.23,6.8260000000000005,4214
530,7.25,6.825,3848
531,7.56,6.824,2372
532,7.49,6.824,2931
533,7.44,6.822,2805
534,7.54,6.8210000000000015,2519
535,7.27,6.8210000000000015,3963
536,7.22,6.82,4985
537,7.23,6.82,4076
538,7.27,6.819,3816
539,7.4,6.818,2991
540,7.04,6.818,8197
541,7.09,6.817,6972
542,8.07,6.817,1367
543,7.31,6.816,3635
544,7.4,6.815,2765
545,7.05,6.815,11121
546,7.03,6.812,10464
547,7.91,6.812,1499
548,7.21,6.811,4321
549,7.03,6.81,7679
550,7.36,6.81,3351
551,7.12,6.808,5304
552,7.05,6.808,7151
553,7.72,6.807,1770
554,7.16,6.805,4994
555,7.09,6.805,6554
556,7.14,6.803,4789
557,6.95,6.801,11886
558,7.87,6.801,1557
559,7.46,6.799,2734
560,7.09,6.799,6792
561,7.62,6.799,2147
562,6.99,6.7970000000000015,11182
563,7.1,6.796,9637
564,7.78,6.795,1671
565,7.55,6.795,2139
566,7.07,6.792000000000002,6254
567,7.31,6.792000000000002,3154
568,6.91,6.791,19849
569,7.2,6.791,4018
570,6.96,6.789,10322
571,7.18,6.789,4197
572,7.1,6.7879999999999985,5712
573,7.27,6.7879999999999985,3223
574,7.15,6.7879999999999985,4705
575,7.26,6.787000000000001,3710
576,7.28,6.7860000000000005,3474
577,7.44,6.7860000000000005,2610
578,7.11,6.785,5379
579,7.85,6.785,2206
580,7.19,6.785,4079
581,7.18,6.782,4316
582,7.18,6.782,4042
583,7.31,6.7810000000000015,3210
584,7.7,6.7810000000000015,1840
585,7.28,6.779,3481
586,6.96,6.778,9806
587,7.2,6.776,4433
588,7.04,6.774,7060
589,6.97,6.774,9616
590,7.83,6.773,1615
591,7.12,6.772,4608
592,7.51,6.771,2475
593,7.32,6.771,3162
594,7.2,6.77,3700
595,7.33,6.769,3054
596,7.79,6.769,1898
597,7.08,6.767,5184
598,7.21,6.7639999999999985,3505
599,7.18,6.7639999999999985,3820
600,7.21,6.763,3625
601,7.36,6.763,2738
602,6.97,6.763,13020
603,7.17,6.7620000000000005,5271
604,7.98,6.7620000000000005,1632
605,7.03,6.761,6204
606,8.01,6.76,1616
607,7.21,6.759,3852
608,7.23,6.757999999999999,3408
609,7.27,6.7570000000000014,3252
610,7.09,6.754,5475
611,6.92,6.754,11105
612,6.88,6.752999999999999,15353
613,7.29,6.752000000000002,3065
614,7.83,6.752000000000002,1494
615,7.02,6.751,6497
616,7.14,6.75,4036
617,7.54,6.75,2063
618,7.31,6.75,2828
619,7.0,6.749,7198
620,7.11,6.747999999999998,4576
621,7.37,6.746,2547
622,7.56,6.745,1994
623,6.89,6.744,10848
624,7.79,6.7429999999999986,1577
625,7.04,6.742000000000001,5985
626,7.31,6.742000000000001,2975
627,7.9,6.738,1390
628,7.07,6.737,4758
629,6.97,6.737,7689
630,7.47,6.737,2665
631,6.89,6.7360000000000015,11950
632,7.01,6.7360000000000015,6154
633,6.99,6.735,7444
634,7.1,6.733,4456
635,7.03,6.732,5980
636,6.82,6.732,35057
637,7.06,6.73,4901
638,7.32,6.73,2614
639,7.14,6.728,3721
640,7.18,6.727,3451
641,7.26,6.726,2984
642,7.34,6.726,2746
643,7.2,6.726,3243
644,7.2,6.723,3306
645,7.53,6.7189999999999985,1967
646,7.33,6.7170000000000005,2525
647,7.46,6.7170000000000005,2041
648,7.45,6.716,2226
649,7.12,6.716,3877
650,7.36,6.715,2558
651,6.99,6.715,5549
652,6.83,6.714,14599
653,7.4,6.712999999999999,2200
654,7.05,6.712999999999999,4456
655,7.61,6.712999999999999,2028
656,7.24,6.711,3740
657,7.73,6.711,1549
658,6.85,6.71,12927
659,7.16,6.71,3670
660,7.13,6.707999999999998,3837
661,7.22,6.706,3623
662,7.12,6.706,4196
663,7.09,6.706,4298
664,6.96,6.705,6293
665,7.03,6.704,5688
666,8.0,6.702000000000001,1356
667,6.95,6.702000000000001,6528
668,7.41,6.702000000000001,2477
669,6.98,6.7010000000000005,7777
670,7.11,6.697,3831
671,7.32,6.6960000000000015,2620
672,6.85,6.6960000000000015,10790
673,7.27,6.695,2652
674,7.39,6.695,2509
675,7.22,6.694,2898
676,7.56,6.693,1748
677,7.4,6.691,2688
678,7.41,6.691,2043
679,7.01,6.689,5049
680,6.93,6.687,6305
681,7.27,6.686,2679
682,6.98,6.683,5247
683,7.56,6.68,1859
684,7.1,6.678,3550
685,7.21,6.675,3007
686,7.04,6.672999999999999,4229
687,7.15,6.6720000000000015,3330
688,7.4,6.6720000000000015,2972
689,7.64,6.67,1552
690,7.46,6.667999999999998,1801
691,7.25,6.667999999999998,2586
692,7.96,6.667000000000002,1157
693,6.89,6.666,6873
694,7.29,6.666,2615
695,7.03,6.665,3836
696,7.01,6.664,4170
697,7.01,6.6629999999999985,4299
698,6.9,6.66,6648
699,7.26,6.659,2417
700,6.81,6.659,20438
701,7.03,6.658,4435
702,7.01,6.658,4807
703,7.37,6.657,2033
704,6.79,6.657,13380
705,7.74,6.6560000000000015,1394
706,6.9,6.655,6763
707,7.85,6.653,1278
708,7.12,6.652,3096
709,7.24,6.652,2488
710,7.5,6.651,1737
711,6.95,6.651,4985
712,7.31,6.65,2223
713,8.22,6.65,1090
714,7.03,6.648,5266
715,7.63,6.648,1571
716,6.97,6.648,4610
717,7.05,6.645,3619
718,7.4,6.644,1884
719,7.01,6.643,4093
720,7.07,6.643,3474
721,6.99,6.643,4276
722,6.97,6.642,4664
723,8.48,6.642,840
724,7.27,6.641,2306
725,7.18,6.64,2869
726,7.42,6.638,2215
727,6.73,6.638,17502
728,7.01,6.638,3859
729,7.33,6.6370000000000005,2052
730,7.96,6.6370000000000005,1152
731,7.11,6.6370000000000005,3055
732,7.41,6.636,1973
733,7.29,6.635,2150
734,7.36,6.635,2159
735,7.23,6.632999999999999,2367
736,6.98,6.6320000000000014,4016
737,7.06,6.63,3474
738,6.78,6.63,12463
739,7.72,6.629,1589
740,6.92,6.629,5009
741,6.94,6.629,4647
742,7.12,6.627999999999999,3037
743,7.37,6.627999999999999,2106
744,7.43,6.627000000000002,2185
745,7.02,6.626,4610
746,7.56,6.626,1515
747,7.41,6.626,2009
748,7.55,6.625,1692
749,7.22,6.625,2333
750,7.8,6.625,1448
751,7.03,6.624,3493
752,6.95,6.624,4406
753,7.94,6.624,1059
754,7.04,6.622999999999998,3425
755,7.36,6.622000000000001,1963
756,7.53,6.621,1513
757,7.72,6.62,1330
758,6.83,6.62,7506
759,6.89,6.62,7454
760,6.76,6.62,13098
761,7.04,6.619,3373
762,6.87,6.619,5571
763,7.62,6.619,1526
764,7.68,6.6179999999999986,1593
765,7.19,6.617000000000001,2530
766,7.14,6.6160000000000005,2558
767,6.99,6.6160000000000005,3654
768,7.76,6.6160000000000005,1252
769,7.2,6.615,2552
770,6.85,6.615,6090
771,6.98,6.613,3892
772,6.96,6.6110000000000015,4043
773,7.54,6.6110000000000015,1528
774,7.07,6.61,2900
775,8.98,6.608,676
776,7.07,6.607,2975
777,7.12,6.607,2806
778,7.38,6.606,1788
779,7.06,6.605,3433
780,7.04,6.604,3467
781,7.16,6.603,2476
782,7.33,6.603,1974
783,7.36,6.603,2222
784,7.5,6.602,1493
785,6.89,6.602,4777
786,7.17,6.602,2338
787,7.1,6.602,3162
788,6.85,6.602,5927
789,7.16,6.601,2545
790,6.88,6.601,5348
791,7.21,6.601,2447
792,8.0,6.599,1089
793,6.94,6.599,3949
794,7.14,6.598,2581
795,6.95,6.597,3899
796,8.09,6.597,983
797,7.51,6.597,1519
798,6.83,6.597,7316
799,6.9,6.596,5661
800,7.54,6.596,1686
801,8.04,6.595,1165
802,6.87,6.595,5414
803,6.92,6.595,4225
804,7.24,6.591,2227
805,7.18,6.591,2425
806,6.91,6.59,4476
807,7.99,6.59,1022
808,7.77,6.59,1205
809,6.97,6.59,3625
810,7.07,6.589,3054
811,7.28,6.589,2428
812,7.11,6.5870000000000015,2683
813,7.58,6.586,1428
814,7.32,6.586,1881
815,7.02,6.586,3183
816,7.42,6.584,1688
817,7.13,6.582999999999998,2606
818,6.74,6.582999999999998,12096
819,7.04,6.582000000000002,2949
820,6.97,6.581,3912
821,7.41,6.581,1866
822,7.27,6.58,1899
823,6.89,6.579,4526
824,6.93,6.5779999999999985,3932
825,6.78,6.577000000000001,7409
826,7.22,6.5760000000000005,2162
827,7.06,6.5760000000000005,2757
828,8.32,6.575,858
829,6.75,6.575,7975
830,6.97,6.573,4193
831,6.79,6.57,8475
832,7.74,6.57,1174
833,7.62,6.569,1373
834,7.32,6.568,1743
835,6.78,6.567,6708
836,6.81,6.566,5974
837,6.68,6.566,19816
838,6.93,6.564,3797
839,7.06,6.563,2766
840,7.26,6.563,2019
841,6.66,6.563,20984
842,7.72,6.562,1222
843,7.9,6.558,1040
844,6.76,6.557,6854
845,6.84,6.556,5522
846,7.92,6.556,1043
847,7.04,6.5539999999999985,2911
848,7.51,6.5539999999999985,1454
849,6.85,6.5539999999999985,5074
850,7.01,6.5539999999999985,2874
851,6.93,6.5539999999999985,3445
852,8.28,6.5539999999999985,829
853,6.88,6.553,4287
854,6.81,6.553,5265
855,6.85,6.5520000000000005,4577
856,7.35,6.5520000000000005,1628
857,6.99,6.549,2991
858,8.01,6.547999999999999,916
859,7.2,6.546,2024
860,6.86,6.545,4778
861,7.64,6.545,1863
862,7.03,6.535,2660
863,6.73,6.535,7376
864,6.96,6.535,3756
865,7.2,6.534,2043
866,6.87,6.5310000000000015,4513
867,7.18,6.529,1935
868,7.27,6.529,1909
869,7.44,6.528,1420
870,6.67,6.528,12604
871,7.02,6.527,2550
872,6.96,6.527,3138
873,7.03,6.527,2771
874,7.17,6.527,2213
875,7.59,6.526,1394
876,6.86,6.525,3754
877,7.12,6.522,2098
878,7.43,6.522,1460
879,7.39,6.521,1484
880,6.97,6.521,2781
881,6.93,6.52,3756
882,6.85,6.52,4070
883,7.01,6.52,3130
884,7.25,6.519,1777
885,7.04,6.519,2376
886,7.63,6.519,1139
887,6.88,6.517,4870
888,7.26,6.517,1718
889,7.03,6.517,2425
890,7.55,6.516,1606
891,6.66,6.516,9306
892,7.24,6.516,1769
893,7.03,6.516,2812
894,7.18,6.515,1924
895,7.04,6.515,2760
896,6.78,6.5139999999999985,5111
897,7.19,6.513,1828
898,6.72,6.5120000000000005,6670
899,8.01,6.511,916
900,7.16,6.51,2138
901,7.2,6.51,1866
902,7.57,6.509,1189
903,6.92,6.509,2963
904,7.11,6.509,2099
905,6.91,6.507999999999999,3137
906,6.86,6.507999999999999,3902
907,7.05,6.5070000000000014,2312
908,8.0,6.5070000000000014,918
909,7.24,6.5070000000000014,1672
910,7.56,6.5070000000000014,1225
911,6.86,6.506,3735
912,7.27,6.504,1712
913,7.68,6.502999999999999,1081
914,7.39,6.502999999999999,1433
915,6.72,6.502000000000002,6287
916,7.18,6.501,1951
917,7.11,6.501,2596
918,6.69,6.501,7093
919,8.13,6.5,835
920,7.05,6.5,2277
921,7.63,6.499,1131
922,7.21,6.499,1829
923,6.81,6.497000000000001,4715
924,7.36,6.497000000000001,1464
925,6.6,6.497000000000001,21027
926,6.71,6.496,6478
927,6.79,6.496,4848
928,6.85,6.496,3644
929,7.82,6.496,929
930,6.94,6.4929999999999986,2875
931,6.72,6.492000000000001,5658
932,6.88,6.492000000000001,3178
933,6.7,6.492000000000001,8022
934,7.05,6.492000000000001,3291
935,6.92,6.49,2990
936,7.3,6.489,1724
937,6.87,6.489,3668
938,6.84,6.488,3762
939,7.1,6.487,2116
940,7.14,6.4860000000000015,1862
941,6.92,6.485,2974
942,7.67,6.483,1069
943,6.91,6.483,2811
944,7.38,6.483,1503
945,6.98,6.482,2642
946,6.93,6.481,2880
947,7.0,6.481,2577
948,7.17,6.481,1779
949,7.31,6.48,1479
950,6.66,6.48,9165
951,6.79,6.479,4266
952,7.22,6.478,1981
953,7.0,6.477,2432
954,6.73,6.477,5417
955,7.52,6.476,1143
956,7.35,6.476,1407
957,7.39,6.475,1388
958,6.66,6.474,7269
959,7.34,6.474,1405
960,8.17,6.473,835
961,7.67,6.472,1061
962,7.26,6.472,1930
963,6.83,6.471,3326
964,6.86,6.471,3559
965,7.29,6.471,1465
966,6.82,6.47,3964
967,7.25,6.47,1568
968,7.33,6.47,1409
969,7.25,6.4689999999999985,1740
970,6.65,6.4689999999999985,7911
971,7.0,6.468,2368
972,6.71,6.468,5268
973,7.31,6.4670000000000005,1451
974,6.85,6.4670000000000005,3238
975,6.81,6.4670000000000005,3671
976,7.45,6.4670000000000005,1262
977,6.65,6.4670000000000005,7249
978,7.11,6.466,1847
979,6.66,6.465,6899
980,7.29,6.465,1869
981,6.84,6.465,3247
982,7.11,6.465,2062
983,7.12,6.464,1915
984,6.61,6.464,9357
985,6.82,6.462999999999999,3728
986,7.45,6.462999999999999,1371
987,7.23,6.462999999999999,1520
988,7.55,6.462999999999999,1205
989,6.97,6.4620000000000015,2912
990,6.93,6.46,2695
991,6.96,6.46,2395
