Name,Rank,Arating,Grating,votes
Lost Cities: Rivals,2586,6.99,5.916,472
Melee,2587,7.27,5.916,609
Luchador! Mexican Wrestling Dice,2588,6.48,5.916,982
Bastogne: Screaming Eagles under Siege,2589,7.41,5.916,353
Gonzaga,2590,6.59,5.916,798
Trieste,2591,6.69,5.916,674
Axis & Allies:  Guadalcanal,2592,6.9,5.915,617
Burger Up,2593,6.95,5.915,590
Professor Evil and The Citadel of Time,2594,6.65,5.915,769
Beasts of Balance,2595,7.11,5.915,475
Dark Tales,2596,6.61,5.915,850
Uruk: Wiege der Zivilisation,2597,6.72,5.915,628
Bison: Thunder on the Prairie,2598,6.36,5.915,1222
Stalingrad Pocket 2nd Edition: The Wehrmacht's Greatest Disaster,2599,7.3,5.914,401
WeyKick,2600,6.97,5.914,473
Tanto Cuore: Romantic Vacation,2601,7.55,5.914,353
Pylos,2602,6.34,5.914,1376
First Orchard,2603,6.77,5.914,620
Lobotomy,2604,7.46,5.914,477
DC Comics Dice Masters: World's Finest,2605,7.56,5.914,321
Risk: Godstorm,2606,6.27,5.914,2293
Survive: Space Attack!,2607,7.12,5.914,430
Tomb,2608,6.33,5.914,1342
Raxxon,2609,6.86,5.912999999999999,555
A Game of Thrones Collectible Card Game,2610,6.87,5.912999999999999,604
Mutant Meeples,2611,6.65,5.912999999999999,722
Fealty,2612,6.76,5.912999999999999,602
DAK2,2613,8.23,5.912999999999999,268
Lectio,2614,6.84,5.912999999999999,557
The Mighty Endeavor,2615,7.37,5.912000000000001,371
Time's Up! Academy,2616,7.28,5.912000000000001,386
Light Speed,2617,6.36,5.912000000000001,1185
Bomb Squad,2618,6.57,5.912000000000001,745
Saga,2619,7.97,5.9110000000000005,286
Province,2620,6.35,5.9110000000000005,1192
Quartermaster General: Victory or Death – The Peloponnesian War,2621,7.25,5.9110000000000005,386
Indulgence,2622,6.9,5.91,508
Mythos,2623,6.65,5.91,769
Stonewall Jackson's Way,2624,7.53,5.91,335
Magical Athlete,2625,6.48,5.909,957
Dragoon,2626,7.15,5.909,606
The King's Abbey,2627,7.05,5.909,524
Pictomania (second edition),2628,7.81,5.909,274
Battle Above the Clouds,2629,8.04,5.9079999999999995,243
Laser Chess,2630,6.79,5.9079999999999995,634
The Game of 49,2631,6.48,5.9079999999999995,928
Compatibility,2632,6.48,5.9079999999999995,948
Struggle for Catan,2633,6.2,5.907,2044
Starfighter,2634,6.94,5.907,511
Shadows: Amsterdam,2635,6.82,5.907,610
Roads to Gettysburg,2636,7.73,5.907,285
Blackbeard,2637,6.34,5.906000000000001,1330
Article 27: The UN Security Council Game,2638,6.53,5.906000000000001,818
Fortuna,2639,6.53,5.906000000000001,817
Illuminati,2640,6.18,5.906000000000001,2502
Cadwallon: City of Thieves,2641,6.31,5.906000000000001,1548
Graenaland,2642,6.71,5.905,641
Tally Ho!,2643,6.13,5.905,2458
Family Business,2644,6.09,5.905,3734
Nottingham,2645,6.25,5.905,1403
"Thirty Years War: Europe in Agony, 1618-1648",2646,6.82,5.905,614
"A Victory Denied: Crisis at Smolensk, July-September, 1941",2647,7.35,5.905,366
DOG,2648,6.38,5.905,1141
Asteroyds,2649,6.38,5.905,1095
CuBirds,2650,7.08,5.904,464
Catch the Moon,2651,6.81,5.904,573
Tyros,2652,6.48,5.904,862
1822: The Railways of Great Britain,2653,8.48,5.904,193
Illuminati: New World Order,2654,6.37,5.904,1231
Trekking the National Parks:  First Edition,2655,7.16,5.904,419
Zombie in my Pocket,2656,6.34,5.903,1551
Doctor Who: Time of the Daleks,2657,7.18,5.903,469
Techno Bowl: Arcade Football Unplugged,2658,8.6,5.903,228
Hoplomachus: Rise of Rome,2659,8.13,5.903,234
Black Vienna,2660,7.03,5.902,439
Under the Lily Banners,2661,7.65,5.902,293
Successors (second edition),2662,7.04,5.902,463
Cockroach Salad,2663,6.15,5.902,2174
Guderian's Blitzkrieg II,2664,8.06,5.902,259
Gunkimono,2665,7.18,5.902,393
Urland,2666,6.57,5.901,744
Cartagena 2. The Pirate's Nest,2667,6.47,5.901,872
Quartz,2668,6.91,5.901,566
Lincoln,2669,7.36,5.901,352
Okko: Era of the Asagiri,2670,6.69,5.901,729
Munchkin Apocalypse,2671,6.52,5.901,1119
Rory's Story Cubes: Voyages,2672,6.61,5.901,751
Batavia,2673,6.41,5.901,1073
Team Play,2674,6.95,5.9,473
Ark,2675,6.27,5.9,1331
Kings of Israel,2676,7.38,5.9,358
Age of Mythology: The Boardgame,2677,6.15,5.9,3068
Igel Ärgern,2678,6.41,5.899,986
Aeroplanes: Aviation Ascendant,2679,6.62,5.899,700
Nippon Rails,2680,6.84,5.899,557
Meeple War,2681,6.72,5.899,632
Hart an der Grenze,2682,6.46,5.899,915
"Warhammer 40,000 (fourth edition)",2683,6.48,5.899,1080
Fist of Dragonstones,2684,6.16,5.898,2067
HEXplore It: The Valley of the Dead King,2685,7.91,5.898,329
Pax Britannica,2686,6.69,5.898,708
Black Stories,2687,6.09,5.898,3293
Wildlife Adventure,2688,6.84,5.898,548
Hostage Negotiator: Crime Wave,2689,7.73,5.898,305
Soviet Dawn,2690,7.06,5.898,443
Amazonas,2691,6.34,5.897,1168
Attribute,2692,6.37,5.897,1064
Pirate Fluxx,2693,6.2,5.897,2214
Clubs,2694,6.57,5.897,752
Spy Club,2695,7.35,5.897,365
The King's Guild,2696,7.74,5.896,330
An Infamous Traffic,2697,7.25,5.895,354
Hegemonic,2698,6.88,5.895,524
Infinite City,2699,6.21,5.895,1712
Divine Right,2700,7.04,5.894,521
Traditional Card Games,2701,6.56,5.894,765
11 nimmt!,2702,6.28,5.894,1286
Tin Goose,2703,7.04,5.894,428
War at Sea (second edition),2704,6.47,5.894,917
Bugs in the Kitchen,2705,6.26,5.893,1398
Codex: Card-Time Strategy – Core Set,2706,7.66,5.893,289
The Ares Project,2707,6.68,5.893,638
Gloria Picktoria,2708,6.37,5.893,998
Rocky Road à la Mode,2709,6.78,5.892,550
Seven Dragons,2710,6.27,5.892,1517
Lost Valley: The Yukon Goldrush 1896,2711,6.84,5.892,527
Smartphone Inc.,2712,7.61,5.892,287
Tsukuyumi: Full Moon Down,2713,8.31,5.892,359
Kaigan,2714,6.98,5.892,428
Pocket Battles: Elves vs. Orcs,2715,6.59,5.892,780
Valley of the Mammoths,2716,6.4,5.892,1077
Granada,2717,6.95,5.891,454
Talisman (third edition),2718,6.32,5.89,1520
PIX,2719,6.65,5.89,645
Twilight Imperium (Second Edition),2720,6.92,5.89,504
Dracula,2721,6.21,5.89,1604
Sheepland,2722,6.61,5.89,793
Warmaster,2723,7.13,5.89,426
Munchkin Booty,2724,6.28,5.89,1822
Kingdom of Heaven: The Crusader States 1097-1291,2725,7.66,5.888999999999999,288
Museum,2726,7.5,5.888999999999999,372
Thunder Road,2727,6.6,5.888999999999999,727
Auf Achse,2728,6.25,5.888999999999999,1457
America,2729,6.85,5.888999999999999,495
Star Munchkin,2730,6.12,5.888999999999999,4276
Stellar Conflict,2731,6.56,5.888,701
13 Minutes: The Cuban Missile Crisis,2732,6.54,5.888,737
Totaler Krieg!,2733,7.47,5.888,322
La Bataille des Quatre Bras,2734,7.92,5.888,274
The Stars Are Right,2735,6.32,5.888,1271
Carrier,2736,7.37,5.8870000000000005,353
Fertility,2737,7.18,5.8870000000000005,385
Hanafuda,2738,6.73,5.8870000000000005,626
Elk Fest,2739,6.18,5.8870000000000005,1722
Brawl,2740,6.37,5.8870000000000005,1112
Space Race: The Card Game,2741,7.04,5.8870000000000005,490
A Tale of Pirates,2742,7.24,5.8870000000000005,382
Cabo,2743,6.9,5.8870000000000005,492
Biblios Dice,2744,6.88,5.8870000000000005,478
Fresh Fish,2745,6.89,5.8870000000000005,474
Arkham Noir: Case #1 – The Witch Cult Murders,2746,7.0,5.886,457
Triplock,2747,6.73,5.886,619
Mint Delivery,2748,6.39,5.885,1063
Flowerpower,2749,6.58,5.885,676
Lock 'n Load: Forgotten Heroes – Vietnam,2750,7.39,5.885,350
10 Minute Heist: The Wizard's Tower,2751,6.57,5.885,728
Rock the Beat,2752,6.33,5.885,1126
Grant Takes Command,2753,7.88,5.885,246
Axis & Allies Miniatures,2754,6.5,5.885,1069
Vampire Empire,2755,6.76,5.885,555
ICECOOL2,2756,7.42,5.885,320
AT-43 Initiation Set: Operation Damocles,2757,6.93,5.885,535
Risk: Game of Thrones,2758,6.89,5.8839999999999995,796
Escape from 100 Million B.C.,2759,7.07,5.8839999999999995,437
Cosmic Run,2760,7.2,5.8839999999999995,367
California,2761,6.25,5.8839999999999995,1335
Assault on Hoth: The Empire Strikes Back,2762,6.99,5.8839999999999995,464
Lines of Action,2763,7.17,5.8839999999999995,381
I Go!,2764,6.4,5.8839999999999995,951
The Extraordinary Adventures of Baron Munchausen,2765,7.31,5.882999999999999,335
Hail Hydra,2766,6.89,5.882999999999999,532
Empires of the Middle Ages,2767,7.15,5.882999999999999,405
Small Star Empires,2768,7.26,5.882999999999999,395
Lascaux,2769,6.34,5.882999999999999,1019
Ticket to Ride: First Journey (Europe),2770,7.1,5.882000000000001,415
Wooly Bully,2771,6.1,5.881,2427
Exoplanets,2772,6.64,5.881,658
Nicht die Bohne!,2773,6.37,5.881,970
Dungeoneer: Vault of the Fiends,2774,6.31,5.881,1195
Maka Bana,2775,6.62,5.881,682
Times Square,2776,6.31,5.881,1123
Allegiance: A Realm Divided,2777,8.04,5.88,280
Fast Forward: FORTRESS,2778,6.42,5.88,904
Men of Iron,2779,6.85,5.88,513
MIL (1049),2780,6.65,5.88,650
Sultaniya,2781,6.6,5.88,671
Siam,2782,6.95,5.88,453
18OE: On the Rails of the Orient Express,2783,8.14,5.879,221
Lunar Rails,2784,6.88,5.879,501
Penny Arcade: The Game – Gamers vs. Evil,2785,6.5,5.879,865
Big Points,2786,6.46,5.879,812
Monty Python Fluxx,2787,6.07,5.879,4370
The Cousins' War,2788,7.32,5.879,347
Pow Wow,2789,6.64,5.879,628
Road Kill Rally,2790,6.42,5.877999999999999,906
1853,2791,6.96,5.877999999999999,439
Super Fantasy: Ugly Snouts Assault,2792,6.86,5.877999999999999,510
Battle Masters,2793,6.23,5.877999999999999,1972
Baltic Gap,2794,8.05,5.877999999999999,225
Carson City: The Card Game,2795,7.02,5.877999999999999,427
Stonewall in the Valley,2796,7.66,5.877000000000001,283
Smarty Party!,2797,6.62,5.877000000000001,637
Twilight Imperium,2798,6.65,5.877000000000001,686
Day & Night,2799,6.61,5.877000000000001,674
Hex,2800,6.79,5.877000000000001,599
Histrio,2801,6.66,5.877000000000001,646
Florenza: The Card Game,2802,6.88,5.877000000000001,459
Fleet Wharfside,2803,6.95,5.877000000000001,435
Too Many Cooks,2804,6.34,5.876,1021
Bitter Woods (fourth edition),2805,7.65,5.876,288
Temporum,2806,6.4,5.876,923
Belratti,2807,7.26,5.876,341
Vs System 2PCG: The Marvel Battles,2808,7.05,5.876,475
The Lord of the Rings: The Two Towers Deck-Building Game,2809,6.89,5.876,510
Dungeon Run,2810,6.28,5.876,1468
Sumeria,2811,6.58,5.876,690
Monikers: Shmonikers,2812,7.98,5.875,224
Utopia Engine,2813,6.86,5.875,563
Alchemist,2814,6.24,5.875,1300
Australian Rails,2815,6.92,5.875,486
The Settlers of Zarahemla,2816,6.9,5.875,496
Unspeakable Words,2817,6.24,5.875,1360
Zombie State: Diplomacy of the Dead,2818,6.51,5.875,757
Corporate America,2819,7.29,5.875,391
"...and then, we held hands.",2820,6.17,5.875,1611
Barbarians: The Invasion,2821,7.49,5.875,347
Fuji,2822,6.97,5.875,453
2GM Tactics,2823,7.71,5.875,400
Anno 1503,2824,6.29,5.874,1208
Dungeoneer: Tomb of the Lich Lord,2825,6.11,5.874,2411
Nosferatu,2826,6.61,5.874,680
Caribbean,2827,6.2,5.874,1448
Escape Room In A Box: The Werewolf Experiment,2828,7.4,5.874,311
Unstable Unicorns,2829,6.45,5.874,1539
Grog Island,2830,6.62,5.874,634
Igloo Pop,2831,6.26,5.874,1173
Animal Upon Animal: Balancing Bridge,2832,7.05,5.872999999999999,399
Bughouse Chess,2833,7.39,5.872000000000001,310
Deadwood 1876,2834,6.92,5.872000000000001,495
Stonewall Jackson's Way II,2835,8.47,5.872000000000001,180
Gambit 7,2836,6.7,5.872000000000001,551
UGO!,2837,6.63,5.871,616
10' to Kill,2838,6.35,5.871,991
Nuclear Proliferation,2839,6.55,5.871,748
Penguin Party,2840,6.39,5.87,906
Martians: A Story of Civilization,2841,6.6,5.87,710
Kulami,2842,7.16,5.87,374
Cosmic Eidex,2843,6.9,5.87,446
Shadowfist,2844,7.11,5.87,409
Mhing,2845,6.65,5.869,632
Black Sonata,2846,7.73,5.869,279
Alhambra: The Card Game,2847,6.44,5.869,839
King's Breakfast,2848,6.19,5.869,1473
Coney Island,2849,6.48,5.869,750
Let's Make a Bus Route,2850,7.28,5.869,327
Martian Rails,2851,7.23,5.869,349
Across 5 Aprils,2852,6.97,5.867999999999999,428
Illimat,2853,7.49,5.867999999999999,410
CVlizations,2854,6.42,5.867999999999999,832
Origins:  How We Became Human,2855,6.78,5.867999999999999,501
Gipsy King,2856,6.58,5.867000000000001,645
Deckscape: The Fate of London,2857,6.39,5.867000000000001,859
1844: Switzerland,2858,8.34,5.867000000000001,181
Attack on Titan: Deck-Building Game,2859,7.03,5.867000000000001,460
North Wind,2860,6.45,5.867000000000001,822
The Red Dragon Inn: Battle for Greyport,2861,7.21,5.867000000000001,407
Samarkand,2862,6.48,5.867000000000001,740
Imperium,2863,6.86,5.867000000000001,514
Articulate!,2864,6.55,5.8660000000000005,880
Rory's Story Cubes: Actions,2865,6.45,5.8660000000000005,806
Friese's Landlord,2866,6.51,5.8660000000000005,749
Master Thieves,2867,6.52,5.8660000000000005,711
Drakon (fourth edition),2868,6.58,5.865,717
Barbarossa,2869,6.88,5.865,503
Pecking Order,2870,6.41,5.865,850
Gaïa,2871,6.3,5.865,1095
Catacombs & Castles,2872,7.06,5.865,396
Freedom in the Galaxy,2873,6.69,5.865,613
Versailles,2874,6.52,5.864,695
B-Sieged: Sons of the Abyss,2875,6.65,5.864,787
Zooloretto Junior,2876,6.79,5.864,473
Mistfall: Heart of the Mists,2877,7.55,5.864,303
Warhammer Age of Sigmar: Champions Trading Card Game,2878,7.93,5.8629999999999995,257
Midway,2879,6.57,5.8629999999999995,764
Last Friday,2880,6.5,5.8629999999999995,863
1776,2881,6.47,5.8629999999999995,887
Doge,2882,6.52,5.8629999999999995,717
Blitz Bowl,2883,8.17,5.862,221
Outside the Scope of BGG,2884,6.71,5.862,538
Loco Motive,2885,6.52,5.862,701
Among Nobles,2886,6.78,5.862,498
Candamir: The First Settlers,2887,6.18,5.862,1719
Reluctant Enemies,2888,8.01,5.862,234
Tarot,2889,6.74,5.861000000000001,588
King of the Elves,2890,6.23,5.861000000000001,1257
Hell's Highway,2891,7.29,5.861000000000001,332
Lock 'n Load Tactical: Day of Heroes,2892,7.68,5.861000000000001,286
Strife: Legacy of the Eternals,2893,6.83,5.861000000000001,486
Scopa,2894,6.54,5.861000000000001,692
Summit: The Board Game,2895,7.37,5.86,411
Arcana,2896,6.15,5.86,1768
Brew Crafters: Travel Card Game,2897,6.39,5.86,839
Big Boss,2898,7.1,5.859,362
"But Wait, There's More!",2899,6.8,5.859,479
2038: Tycoons of the Asteroid Belt,2900,7.1,5.859,360
1936: Guerra Civil,2901,7.61,5.859,296
GoodCritters,2902,7.37,5.859,310
Snowblind: Race for the Pole,2903,6.9,5.859,465
Funkenschlag: EnBW,2904,8.26,5.859,176
Middara,2905,8.85,5.859,231
Tanz der Hornochsen!,2906,6.54,5.859,670
Antidote,2907,6.4,5.859,934
Canasta,2908,6.37,5.859,1016
The Dark Valley,2909,7.94,5.859,245
Legendary Encounters: The X-Files Deck Building Game,2910,8.05,5.859,227
Cthulhu Fluxx,2911,6.12,5.859,2510
Cards Against Humanity,2912,6.03,5.858,19306
Rat Hot,2913,6.31,5.858,980
Terrible Swift Sword: Battle of Gettysburg Game,2914,7.33,5.858,326
One Night Revolution,2915,6.2,5.858,1394
Feudality,2916,6.49,5.857,708
It's Alive!,2917,6.29,5.857,1037
Rage,2918,6.18,5.857,1524
Western Town,2919,7.08,5.857,365
Locomotive Werks,2920,6.81,5.857,468
Gustav Adolf the Great: With God and Victorious Arms,2921,7.76,5.857,242
Chicken Caesar,2922,6.73,5.857,531
Mage Knight Dungeons,2923,6.64,5.857,662
Age of Discovery,2924,6.38,5.856,859
WarCraft: The Board Game,2925,6.12,5.856,2429
7th Fleet,2926,7.18,5.855,373
Der schwarze Pirat,2927,6.58,5.855,623
"Warhammer 40,000 (Eighth Edition)",2928,8.02,5.855,217
Start Player,2929,6.37,5.855,852
Deadline,2930,6.92,5.855,415
Giro Galoppo,2931,6.67,5.854,551
Under the Shadow of the Dragon,2932,6.54,5.854,643
Dark Gothic,2933,6.93,5.854,443
Roll For It!,2934,6.1,5.853,2145
Anno Domini: Erfindungen,2935,6.8,5.853,460
Orient Express,2936,6.65,5.853,608
Cardcassonne,2937,6.27,5.852,1085
Quarriors! Light vs. Dark,2938,6.88,5.852,438
Incursion,2939,7.63,5.852,346
Abandon Ship,2940,6.33,5.852,936
18MEX,2941,7.73,5.852,225
Thunder at Cassino,2942,7.04,5.851,381
BattleCON: Trials of Indines,2943,8.49,5.851,187
Magic: The Gathering – Arena of the Planeswalkers: Shadows over Innistrad,2944,7.05,5.851,421
Fool's Gold,2945,7.08,5.851,363
Arena: For the Gods!,2946,6.59,5.851,605
Masters of Venice,2947,6.66,5.851,547
Wings of War: WW2 Deluxe set,2948,7.24,5.851,337
Pick & Pack,2949,6.48,5.85,679
Armadöra,2950,6.39,5.85,807
Sheep & Thief,2951,6.66,5.85,550
Electronic Catch Phrase,2952,6.52,5.85,671
Elfenroads,2953,7.11,5.85,357
Mijnlieff,2954,7.25,5.85,354
Ninety-Nine,2955,7.34,5.85,293
Saratoga,2956,7.11,5.85,350
Legendary Inventors,2957,6.46,5.85,788
Clinic,2958,7.23,5.849,314
Star Wars: Star Warriors,2959,6.88,5.849,481
Anzio,2960,6.72,5.849,560
The Longest Day,2961,7.18,5.849,396
Kero,2962,7.25,5.849,332
In the Name of Odin,2963,6.75,5.849,518
Resident Evil Deck Building Game: Alliance,2964,6.88,5.849,539
Salmon Run,2965,6.59,5.849,597
Schrille Stille,2966,6.49,5.849,671
Rescue Polar Bears: Data & Temperature,2967,7.35,5.849,297
Marrying Mr. Darcy,2968,6.36,5.848,1011
Saints in Armor,2969,8.0,5.848,205
World of Warcraft Miniatures Game,2970,6.6,5.848,709
Enigma,2971,6.44,5.848,739
Haleakala,2972,6.73,5.848,508
D100 Dungeon,2973,7.86,5.848,296
Hotel Samoa,2974,6.28,5.848,1017
La Strada,2975,6.18,5.847,1294
X nimmt!,2976,6.8,5.847,450
Star Trek Deck Building Game: The Original Series,2977,6.7,5.847,537
Die Säulen von Venedig,2978,6.6,5.847,582
Upon a Salty Ocean,2979,6.53,5.847,637
Pizza Box Football,2980,6.3,5.847,967
1841,2981,7.88,5.847,211
Mosaix,2982,6.6,5.847,575
World of Warcraft: The Adventure Game,2983,6.16,5.847,1823
Sneaks & Snitches,2984,6.33,5.846,887
Okey Dokey,2985,6.61,5.846,575
Elements,2986,6.87,5.846,417
The Game: Face to Face,2987,7.14,5.846,330
SUPERHOT: The Card Game,2988,6.52,5.846,722
The Magnates: A Game of Power,2989,6.76,5.846,495
Undermining,2990,6.44,5.846,735
VOLT: Robot Battle Arena,2991,7.0,5.845,379
Time's Up! Family,2992,6.97,5.845,378
Bolide,2993,6.52,5.845,654
Mow,2994,6.2,5.845,1287
This Accursed Civil War,2995,7.54,5.843999999999999,257
Le Passe-Trappe,2996,6.73,5.843999999999999,502
Focus,2997,6.46,5.843999999999999,704
Pax Baltica,2998,7.34,5.843,309
Revolver 2: Last Stand at Malpaso,2999,7.06,5.843,368
Wizard,3000,7.32,5.843,448
Star Trek Deck Building Game: The Next Generation – Next Phase,3001,6.76,5.843,515
"A Most Dangerous Time: Japan in Chaos, 1570-1584",3002,7.37,5.843,302
The Russian Campaign (fourth and fifth editions),3003,7.66,5.843,264
Guilds of Cadwallon,3004,6.48,5.843,711
Icehouse,3005,6.64,5.8420000000000005,601
High Treason: The Trial of Louis Riel,3006,7.39,5.8420000000000005,268
"Going, Going, GONE!",3007,6.21,5.841,1156
Ghostbusters: The Board Game,3008,6.48,5.841,973
Patton's Best,3009,6.62,5.841,649
Pluckin' Pairs,3010,6.67,5.841,503
Doctor Who: Solitaire Story Game,3011,8.01,5.84,279
Jäger und Späher,3012,6.91,5.84,404
Venture,3013,6.5,5.84,664
Zombie Fluxx,3014,6.01,5.84,5658
10 Days in the Americas,3015,6.66,5.84,513
Russian Rails,3016,6.91,5.84,406
No Retreat! The North African Front,3017,7.39,5.84,280
London's Burning,3018,6.9,5.84,422
Parthenon: Rise of the Aegean,3019,6.36,5.8389999999999995,853
Petits Meurtres & Faits Divers,3020,6.96,5.8389999999999995,381
Viktory II,3021,6.93,5.8389999999999995,424
Sixth Fleet,3022,6.92,5.8389999999999995,469
Braggart,3023,6.44,5.837999999999999,796
Artus,3024,6.29,5.837999999999999,924
Tapple,3025,6.38,5.837999999999999,785
Lupus in Tabula,3026,6.47,5.837000000000001,734
Hornet Leader,3027,7.41,5.837000000000001,286
Waterloo,3028,6.98,5.837000000000001,376
Spike,3029,6.73,5.837000000000001,483
"Warhammer 40,000: Rogue Trader",3030,6.78,5.837000000000001,516
Boże Igrzysko,3031,7.7,5.837000000000001,255
Santo Domingo,3032,6.73,5.837000000000001,478
Munchkin Legends,3033,6.49,5.837000000000001,851
Carthage: The First Punic War,3034,7.35,5.836,287
Mysthea,3035,8.26,5.836,261
Statis Pro Baseball,3036,7.09,5.836,426
Vino,3037,6.46,5.836,654
Dawn Under,3038,6.37,5.836,813
Martinique,3039,6.27,5.836,999
Time's Up! Édition purple,3040,7.24,5.835,299
Spheres of Influence: Struggle for Global Supremacy,3041,7.88,5.835,280
Biosphere,3042,7.4,5.835,270
Panic Station,3043,6.03,5.835,2814
Pony Express,3044,6.46,5.835,674
Sapiens,3045,6.59,5.835,563
Träxx,3046,6.66,5.835,489
Coin Age,3047,6.11,5.834,1692
Catan Histories: Merchants of Europe,3048,6.77,5.834,466
Das Amulett,3049,6.46,5.834,698
A World at War,3050,7.66,5.834,292
Cash-a-Catch,3051,6.32,5.834,897
Slapshot,3052,6.31,5.834,924
JAB: Realtime Boxing,3053,6.27,5.834,1000
Great War Commander,3054,8.41,5.832999999999999,191
Secrets of the Lost Tomb,3055,7.37,5.832999999999999,410
Winds of Plunder,3056,6.45,5.832999999999999,695
Gardens,3057,6.64,5.832000000000001,530
Vye: The Card Game of Capture and Control,3058,6.82,5.832000000000001,472
Valhalla,3059,7.57,5.832000000000001,520
Risk Express,3060,6.27,5.832000000000001,948
Jäger und Sammler,3061,6.7,5.832000000000001,484
Stonewall's Last Battle: The Chancellorsville Campaign,3062,7.52,5.832000000000001,259
The Ruhr: A Story of Coal Trade,3063,7.1,5.832000000000001,318
Dead Man's Doubloons,3064,6.91,5.832000000000001,461
Utopia,3065,6.33,5.832000000000001,845
Infidel,3066,7.48,5.832000000000001,261
Paradox,3067,7.19,5.832000000000001,336
Scarabya,3068,6.7,5.832000000000001,473
Black Box,3069,6.37,5.831,788
Pavlov's House,3070,8.02,5.831,210
Chronology,3071,6.44,5.831,731
Quiddler,3072,6.04,5.831,2747
Go Away Monster!,3073,6.5,5.831,638
Basilica,3074,6.6,5.831,569
Santorini,3075,7.39,5.831,278
Railways of Nippon,3076,7.73,5.831,214
Sellswords,3077,6.59,5.83,558
Federation Commander: Romulan Border,3078,7.72,5.83,241
Riichi Mahjong,3079,8.44,5.83,194
Paris Paris,3080,6.2,5.83,1132
Dungeon Dice,3081,6.95,5.83,545
Die Fugger,3082,6.45,5.83,651
500,3083,6.89,5.83,416
What's My Word?,3084,7.17,5.83,301
Forum Romanum,3085,6.78,5.83,428
Guns & Steel,3086,6.44,5.83,682
13 Clues,3087,6.84,5.829,408
The Three Musketeers: The Queen's Pendants,3088,6.81,5.829,425
Monarch,3089,6.82,5.829,466
Dragonmaster,3090,6.61,5.827999999999999,523
1805: Sea of Glory,3091,7.35,5.827999999999999,273
Epic Resort,3092,6.58,5.827999999999999,580
Vengeance,3093,7.29,5.827999999999999,368
Krass Kariert,3094,7.09,5.827999999999999,335
Castle,3095,6.1,5.827999999999999,1607
Rod Hockey,3096,7.19,5.827000000000001,301
Pocket Civ,3097,6.67,5.827000000000001,517
Reiner Knizia's Decathlon,3098,6.25,5.827000000000001,1017
Mamma Mia! Plus,3099,6.96,5.827000000000001,366
Elevenses,3100,6.27,5.8260000000000005,994
Kaivai,3101,6.89,5.8260000000000005,372
Kings of War,3102,7.81,5.8260000000000005,235
The Lord of the Rings: Strategy Battle Game,3103,7.19,5.8260000000000005,343
Coda,3104,6.1,5.825,1615
Captive,3105,7.32,5.825,266
City of Gears,3106,6.94,5.825,402
Infamy,3107,6.92,5.825,387
Wings of War: Fire from the Sky,3108,7.28,5.824,301
Dragonland,3109,6.31,5.824,869
Space Marine,3110,6.77,5.824,468
Crossbows and Catapults,3111,6.53,5.824,682
Pacific Victory,3112,6.91,5.824,385
B-17 Flying Fortress Leader,3113,8.08,5.824,217
Sakura Arms,3114,7.79,5.824,254
Silent Death,3115,6.94,5.824,390
TSCHAK!,3116,6.39,5.8229999999999995,710
Guildhall Fantasy: Alliance,3117,7.31,5.8229999999999995,285
Blood Royale,3118,6.53,5.8229999999999995,622
Enemy Coast Ahead: The Dambuster Raid,3119,7.76,5.8229999999999995,227
Nothing Gained But Glory,3120,7.75,5.8229999999999995,212
Pick-a-Dog,3121,6.19,5.822,1120
Shadows of Malice,3122,7.38,5.822,330
Gettysburg,3123,7.24,5.821000000000001,280
Bisikle,3124,6.62,5.821000000000001,498
Dobble Free Demo Version,3125,6.56,5.821000000000001,693
"Warhammer Epic 40,000",3126,6.57,5.821000000000001,559
The Omega Virus,3127,6.36,5.821000000000001,959
Warrior Knights,3128,6.64,5.821000000000001,543
Vom Kap bis Kairo,3129,6.31,5.821000000000001,824
Carthago: Merchants & Guilds,3130,7.04,5.821000000000001,326
Musée,3131,6.9,5.821000000000001,362
Three-Dragon Ante: Emperor's Gambit,3132,6.66,5.821000000000001,495
Rumis+,3133,6.99,5.821000000000001,346
Starving Artists,3134,6.94,5.82,374
Roll to the Top!,3135,6.9,5.82,368
Caesar: Conquest of Gaul,3136,7.34,5.82,268
The Spoils,3137,6.95,5.82,491
Hybrid,3138,7.36,5.819,311
IOTA,3139,6.23,5.819,1066
Dr. Jekyll & Mr. Hyde,3140,6.78,5.819,417
Monikers: The Shut Up & Sit Down Nonsense Box,3141,8.05,5.819,182
Way of the Panda,3142,7.08,5.819,330
Golem Arcana,3143,6.72,5.819,562
Die Kutschfahrt zur Teufelsburg,3144,6.52,5.819,597
Bandido,3145,6.56,5.819,600
Portal: The Uncooperative Cake Acquisition Game,3146,6.3,5.819,1006
Maquis,3147,7.02,5.818,337
Crimson Skies,3148,7.04,5.818,365
Feudalia,3149,7.3,5.818,268
Blue vs. Gray,3150,6.76,5.818,434
Batman Fluxx,3151,6.38,5.818,903
The Witches: A Discworld Game,3152,6.15,5.818,1523
Rush n' Crush,3153,6.35,5.818,772
Twin Tin Bots,3154,6.42,5.817,673
Shadows of Brimstone: Forbidden Fortress,3155,8.74,5.817,205
The Cards of Cthulhu,3156,6.85,5.817,428
Dreamwell,3157,6.67,5.817,502
Assault of the Giants,3158,6.93,5.817,394
Serengeti,3159,6.2,5.817,1083
7th Sea Collectible Card Game,3160,6.68,5.817,506
Volcano,3161,6.84,5.817,385
