Name,Rank,Arating,Grating,votes
Web of Power,583,7.31,6.781000000000001,3210
Polis: Fight for the Hegemony,584,7.7,6.781000000000001,1840
Tragedy Looper,585,7.28,6.779,3481
Red7,586,6.96,6.778,9806
Tiny Epic Quest,587,7.2,6.776,4433
Cribbage,588,7.04,6.774,7060
Thunderstone,589,6.97,6.774,9616
Leaving Earth,590,7.83,6.773,1615
Santiago,591,7.12,6.772,4608
Outlive,592,7.51,6.771,2475
Ascension: Storm of Souls,593,7.32,6.771,3162
Core Worlds,594,7.2,6.77,3700
Dragon Castle,595,7.33,6.769,3054
Star Trek: Ascendancy,596,7.79,6.769,1898
Louis XIV,597,7.08,6.767,5184
The Palaces of Carrara,598,7.21,6.763999999999999,3505
Hawaii,599,7.18,6.763999999999999,3820
Legacy: The Testament of Duke de Crecy,600,7.21,6.763,3625
Thunder Alley,601,7.36,6.763,2738
Last Night on Earth: The Zombie Game,602,6.97,6.763,13020
Dungeons & Dragons: Wrath of Ashardalon Board Game,603,7.17,6.7620000000000005,5271
Arkham Horror (Third Edition),604,7.98,6.7620000000000005,1632
Flick 'em Up!,605,7.03,6.761,6204
Zombicide: Green Horde,606,8.01,6.76,1616
Britannia,607,7.21,6.7589999999999995,3852
CO₂,608,7.23,6.757999999999999,3408
Reef,609,7.27,6.757000000000001,3252
Not Alone,610,7.09,6.754,5475
Liar's Dice,611,6.92,6.754,11105
6 nimmt!,612,6.88,6.752999999999999,15353
Ex Libris,613,7.29,6.752000000000001,3065
Sidereal Confluence: Trading and Negotiation in the Elysian Quadrant,614,7.83,6.752000000000001,1494
Oh My Goods!,615,7.02,6.751,6497
Container,616,7.14,6.75,4036
Legendary Encounters: A Predator Deck Building Game,617,7.54,6.75,2063
Akrotiri,618,7.31,6.75,2828
Ricochet Robots,619,7.0,6.749,7198
The Castles of Burgundy: The Card Game,620,7.11,6.747999999999999,4576
Thunderstone: Dragonspire,621,7.37,6.746,2547
Star Wars: The Queen's Gambit,622,7.56,6.745,1994
Roll Through the Ages: The Bronze Age,623,6.89,6.744,10848
BattleCON: War of Indines,624,7.79,6.742999999999999,1577
Celestia,625,7.04,6.742000000000001,5985
Ascension: Return of the Fallen,626,7.31,6.742000000000001,2975
Pandemic: Fall of Rome,627,7.9,6.7379999999999995,1390
Dream Factory,628,7.07,6.737,4758
Lanterns: The Harvest Festival,629,6.97,6.737,7689
The Others,630,7.47,6.737,2665
Concept,631,6.89,6.736000000000001,11950
Attika,632,7.01,6.736000000000001,6154
Formula Dé,633,6.99,6.735,7444
Antike,634,7.1,6.733,4456
Morels,635,7.03,6.732,5980
Forbidden Island,636,6.82,6.732,35057
La Città,637,7.06,6.73,4901
Pictomania,638,7.32,6.73,2614
Discoveries: The Journals of Lewis and Clark,639,7.14,6.728,3721
Tumblin-Dice,640,7.18,6.727,3451
Tammany Hall,641,7.26,6.726,2984
Smash Up: Pretty Pretty Smash Up,642,7.34,6.726,2746
Stronghold,643,7.2,6.726,3243
Merchant of Venus (second edition),644,7.2,6.723,3306
Dogs of War,645,7.53,6.718999999999999,1967
Fugitive,646,7.33,6.7170000000000005,2525
Signorie,647,7.46,6.7170000000000005,2041
Netrunner,648,7.45,6.716,2226
Fabled Fruit,649,7.12,6.716,3877
Smash Up: Monster Smash,650,7.36,6.715,2558
Snow Tails,651,6.99,6.715,5549
Diamant,652,6.83,6.7139999999999995,14599
Automobiles,653,7.4,6.712999999999999,2200
The Speicherstadt,654,7.05,6.712999999999999,4456
Zombicide Season 3: Rue Morgue,655,7.61,6.712999999999999,2028
5-Minute Dungeon,656,7.24,6.711,3740
Wilderness War,657,7.73,6.711,1549
Zooloretto,658,6.85,6.71,12927
Mint Works,659,7.16,6.71,3670
Rex: Final Days of an Empire,660,7.13,6.707999999999999,3837
Tide of Iron,661,7.22,6.706,3623
History of the World,662,7.12,6.706,4196
Wiz-War (eighth edition),663,7.09,6.706,4298
Rhino Hero,664,6.96,6.705,6293
Mahjong,665,7.03,6.704,5688
Space Hulk (fourth edition),666,8.0,6.702000000000001,1356
Mr. Jack Pocket,667,6.95,6.702000000000001,6528
Sid Meier's Civilization: A New Dawn,668,7.41,6.702000000000001,2477
Dungeons & Dragons: Castle Ravenloft Board Game,669,6.98,6.7010000000000005,7777
Vinci,670,7.11,6.697,3831
Battles of Westeros,671,7.32,6.696000000000001,2620
Can't Stop,672,6.85,6.696000000000001,10790
The Pursuit of Happiness,673,7.27,6.695,2652
"Warhammer 40,000: Conquest",674,7.39,6.695,2509
A Study in Emerald,675,7.22,6.694,2898
Carpe Diem,676,7.56,6.693,1748
Unfair,677,7.4,6.691,2688
Princes of the Renaissance,678,7.41,6.691,2043
Manila,679,7.01,6.689,5049
High Society,680,6.93,6.687,6305
Mr. Jack in New York,681,7.27,6.686,2679
Cottage Garden,682,6.98,6.683,5247
Wasteland Express Delivery Service,683,7.56,6.68,1859
Valley of the Kings,684,7.1,6.678,3550
Shadowrun: Crossfire,685,7.21,6.675,3007
Black Fleet,686,7.04,6.672999999999999,4229
Battle Cry,687,7.15,6.672000000000001,3330
Massive Darkness,688,7.4,6.672000000000001,2972
Catacombs (third edition),689,7.64,6.67,1552
Gold West,690,7.46,6.667999999999999,1801
World's Fair 1893,691,7.25,6.667999999999999,2586
A Distant Plain,692,7.96,6.667000000000001,1157
Qwixx,693,6.89,6.666,6873
Fog of Love,694,7.29,6.666,2615
Metropolys,695,7.03,6.665,3836
China,696,7.01,6.664,4170
Loony Quest,697,7.01,6.662999999999999,4299
Terror in Meeple City,698,6.9,6.66,6648
Islebound,699,7.26,6.659,2417
Smash Up,700,6.81,6.659,20438
The Big Book of Madness,701,7.03,6.6579999999999995,4435
Rivals for Catan,702,7.01,6.6579999999999995,4807
1812: The Invasion of Canada,703,7.37,6.657,2033
Qwirkle,704,6.79,6.657,13380
Conflict of Heroes: Storms of Steel! – Kursk 1943,705,7.74,6.656000000000001,1394
Wizard,706,6.9,6.655,6763
No Retreat! The Russian Front,707,7.85,6.653,1278
Via Nebula,708,7.12,6.652,3096
Ninjato,709,7.24,6.652,2488
Level 7 [Omega Protocol],710,7.5,6.651,1737
Parade,711,6.95,6.651,4985
Manoeuvre,712,7.31,6.65,2223
Betrayal Legacy,713,8.22,6.65,1090
DC Comics Deck-Building Game,714,7.03,6.648,5266
878 Vikings: Invasions of England,715,7.63,6.648,1571
Winner's Circle,716,6.97,6.648,4610
Fauna,717,7.05,6.645,3619
Railroad Revolution,718,7.4,6.644,1884
Domaine,719,7.01,6.643,4093
Yggdrasil,720,7.07,6.643,3474
Diamonds,721,6.99,6.643,4276
The Bloody Inn,722,6.97,6.642,4664
Aeon's End: Legacy,723,8.48,6.642,840
Zendo,724,7.27,6.641,2306
The Lost Expedition,725,7.18,6.64,2869
Warhammer Quest,726,7.42,6.638,2215
"Hey, That's My Fish!",727,6.73,6.638,17502
Eight-Minute Empire: Legends,728,7.01,6.638,3859
Witness,729,7.33,6.6370000000000005,2052
Star Trek: Frontiers,730,7.96,6.6370000000000005,1152
Tales & Games: The Hare & the Tortoise,731,7.11,6.6370000000000005,3055
Quartermaster General,732,7.41,6.636,1973
Firenze,733,7.29,6.635,2150
Sons of Anarchy: Men of Mayhem,734,7.36,6.635,2159
Vanuatu,735,7.23,6.632999999999999,2367
Nations: The Dice Game,736,6.98,6.632000000000001,4016
Majesty: For the Realm,737,7.06,6.63,3474
Quarriors!,738,6.78,6.63,12463
Legend of the Five Rings: The Card Game,739,7.72,6.629,1589
Steam Park,740,6.92,6.629,5009
Caylus Magna Carta,741,6.94,6.629,4647
Risk: Star Wars Edition,742,7.12,6.627999999999999,3037
Pathfinder Adventure Card Game: Skull & Shackles – Base Set,743,7.37,6.627999999999999,2106
Axis & Allies Anniversary Edition,744,7.43,6.627000000000001,2185
Ikusa,745,7.02,6.626,4610
Just One,746,7.56,6.626,1515
Ambush!,747,7.41,6.626,2009
My Little Scythe,748,7.55,6.625,1692
Fields of Green,749,7.22,6.625,2333
Tak,750,7.8,6.625,1448
Witch's Brew,751,7.03,6.624,3493
Primordial Soup,752,6.95,6.624,4406
Exit: The Game – Dead Man on the Orient Express,753,7.94,6.624,1059
Linko!,754,7.04,6.622999999999999,3425
Railroad Ink: Deep Blue Edition,755,7.36,6.622000000000001,1963
Trains: Rising Sun,756,7.53,6.621,1513
For the People,757,7.72,6.62,1330
Loopin' Louie,758,6.83,6.62,7506
Runebound (Second Edition),759,6.89,6.62,7454
Lord of the Rings,760,6.76,6.62,13098
Honshū,761,7.04,6.619,3373
Power Grid: Factory Manager,762,6.87,6.619,5571
AuZtralia,763,7.62,6.619,1526
Feudum,764,7.68,6.617999999999999,1593
Planet Steam,765,7.19,6.617000000000001,2530
Peloponnes,766,7.14,6.6160000000000005,2558
Haggis,767,6.99,6.6160000000000005,3654
Pandemic: Rising Tide,768,7.76,6.6160000000000005,1252
Meeple Circus,769,7.2,6.615,2552
Dice Town,770,6.85,6.615,6090
NMBR 9,771,6.98,6.6129999999999995,3892
Fleet,772,6.96,6.611000000000001,4043
Kitchen Rush,773,7.54,6.611000000000001,1528
Keythedral,774,7.07,6.61,2900
Too Many Bones: Undertow,775,8.98,6.608,676
Hamburgum,776,7.07,6.607,2975
Catacombs,777,7.12,6.607,2806
Automania,778,7.38,6.606,1788
Ultimate Werewolf: Ultimate Edition,779,7.06,6.605,3433
Two Rooms and a Boom,780,7.04,6.604,3467
Liberté,781,7.16,6.603,2476
Rhino Hero: Super Battle,782,7.33,6.603,1974
Vikings Gone Wild,783,7.36,6.603,2222
Eat Poop You Cat,784,7.5,6.602,1493
Hansa,785,6.89,6.602,4777
Strasbourg,786,7.17,6.602,2338
Fortune and Glory: The Cliffhanger Game,787,7.1,6.602,3162
Animal Upon Animal,788,6.85,6.602,5927
Merchant of Venus,789,7.16,6.601,2545
Blueprints,790,6.88,6.601,5348
Dale of Merchants,791,7.21,6.601,2447
Empire of the Sun,792,8.0,6.599,1089
Mission: Red Planet,793,6.94,6.599,3949
A Fake Artist Goes to New York,794,7.14,6.598,2581
Hacienda,795,6.95,6.597,3899
Thunderbolt Apache Leader,796,8.09,6.597,983
Between Two Castles of Mad King Ludwig,797,7.51,6.597,1519
Shadow Hunters,798,6.83,6.597,7316
A Game of Thrones: The Card Game,799,6.9,6.596,5661
Heroes of Normandie,800,7.54,6.596,1686
The City of Kings,801,8.04,6.595,1165
ICECOOL,802,6.87,6.595,5414
La Isla,803,6.92,6.595,4225
Rallyman,804,7.24,6.591,2227
When I Dream,805,7.18,6.591,2425
Viceroy,806,6.91,6.59,4476
Falling Sky: The Gallic Revolt Against Caesar,807,7.99,6.59,1022
Julius Caesar,808,7.77,6.59,1205
Guildhall,809,6.97,6.59,3625
Coconuts,810,7.07,6.5889999999999995,3054
The Grimm Forest,811,7.28,6.5889999999999995,2428
GIPF,812,7.11,6.587000000000001,2683
Andean Abyss,813,7.58,6.586,1428
The Golden Ages,814,7.32,6.586,1881
Java,815,7.02,6.586,3183
Watson & Holmes,816,7.42,6.584,1688
Carcassonne: South Seas,817,7.13,6.582999999999999,2606
Catan Card Game,818,6.74,6.582999999999999,12096
Mottainai,819,7.04,6.582000000000001,2949
Dream Home,820,6.97,6.581,3912
Ticket to Ride: Rails & Sails,821,7.41,6.581,1866
Unlock! Squeek & Sausage,822,7.27,6.58,1899
New York 1901,823,6.89,6.579,4526
Arkadia,824,6.93,6.577999999999999,3932
Condottiere,825,6.78,6.577000000000001,7409
Escape Room: The Game,826,7.22,6.5760000000000005,2162
Medina,827,7.06,6.5760000000000005,2757
Dice Throne: Season Two – Battle Chest,828,8.32,6.575,858
Fairy Tale,829,6.75,6.575,7975
A Touch of Evil: The Supernatural Game,830,6.97,6.5729999999999995,4193
The Werewolves of Miller's Hollow,831,6.79,6.57,8475
Whitehall Mystery,832,7.74,6.57,1174
Smash Up: It's Your Fault!,833,7.62,6.569,1373
Kraftwagen,834,7.32,6.568,1743
Colossal Arena,835,6.78,6.567,6708
Cleopatra and the Society of Architects,836,6.81,6.566,5974
Tsuro,837,6.68,6.566,19816
Santiago de Cuba,838,6.93,6.564,3797
Dark Moon,839,7.06,6.563,2766
Skull King,840,7.26,6.563,2019
Machi Koro,841,6.66,6.563,20984
Wendake,842,7.72,6.562,1222
Liberty or Death: The American Insurrection,843,7.9,6.558,1040
Rise of Augustus,844,6.76,6.557,6854
Dungeon Twister,845,6.84,6.556,5522
Advanced Squad Leader: Starter Kit #2,846,7.92,6.556,1043
Hostage Negotiator,847,7.04,6.553999999999999,2911
Carcassonne: Winter Edition,848,7.51,6.553999999999999,1454
Dungeon Fighter,849,6.85,6.553999999999999,5074
Fire & Axe: A Viking Saga,850,7.01,6.553999999999999,2874
Rialto,851,6.93,6.553999999999999,3445
Mega Civilization,852,8.28,6.553999999999999,829
Evo,853,6.88,6.553,4287
Rattus,854,6.81,6.553,5265
Blokus Duo,855,6.85,6.5520000000000005,4577
The Prodigals Club,856,7.35,6.5520000000000005,1628
Medieval Academy,857,6.99,6.5489999999999995,2991
Three Kingdoms Redux,858,8.01,6.547999999999999,916
Whistle Stop,859,7.2,6.546,2024
Quarto,860,6.86,6.545,4778
Plague Inc.: The Board Game,861,7.64,6.545,1863
Tournay,862,7.03,6.535,2660
Elfenland,863,6.73,6.535,7376
Titan,864,6.96,6.535,3756
Sylvion,865,7.2,6.534,2043
Wings of War: Famous Aces,866,6.87,6.531000000000001,4513
Ascending Empires,867,7.18,6.529,1935
New Angeles,868,7.27,6.529,1909
Hardback,869,7.44,6.528,1420
Castle Panic,870,6.67,6.528,12604
Sticheln,871,7.02,6.527,2550
Mystery Rummy: Jack the Ripper,872,6.96,6.527,3138
XenoShyft: Onslaught,873,7.03,6.527,2771
Dead Men Tell No Tales,874,7.17,6.527,2213
Thunderbirds,875,7.59,6.526,1394
Mykerinos,876,6.86,6.525,3754
Nothing Personal,877,7.12,6.522,2098
High Frontier,878,7.43,6.522,1460
Chimera Station,879,7.39,6.521,1484
Amyitis,880,6.97,6.521,2781
Cosmic Encounter,881,6.93,6.52,3756
Starship Catan,882,6.85,6.52,4070
BattleTech,883,7.01,6.52,3130
Werewords,884,7.25,6.519,1777
Merkator,885,7.04,6.519,2376
Wallenstein (second edition),886,7.63,6.519,1139
Doom: The Boardgame,887,6.88,6.517,4870
De Vulgari Eloquentia,888,7.26,6.517,1718
Asara,889,7.03,6.517,2425
Axis & Allies Europe 1940,890,7.55,6.516,1606
Welcome to the Dungeon,891,6.66,6.516,9306
Ponzi Scheme,892,7.24,6.516,1769
Star Trek: Catan,893,7.03,6.516,2812
Royals,894,7.18,6.515,1924
Yomi,895,7.04,6.515,2760
Say Anything,896,6.78,6.513999999999999,5111
The Staufer Dynasty,897,7.19,6.513,1828
Ubongo,898,6.72,6.5120000000000005,6670
Advanced Squad Leader: Starter Kit #3,899,8.01,6.511,916
Herbaceous,900,7.16,6.51,2138
Istanbul: The Dice Game,901,7.2,6.51,1866
Blackout: Hong Kong,902,7.57,6.5089999999999995,1189
Le Havre: The Inland Port,903,6.92,6.5089999999999995,2963
Ulm,904,7.11,6.5089999999999995,2099
Meuterer,905,6.91,6.507999999999999,3137
The Magic Labyrinth,906,6.86,6.507999999999999,3902
Löwenherz,907,7.05,6.507000000000001,2312
War Chest,908,8.0,6.507000000000001,918
Murano,909,7.24,6.507000000000001,1672
The New Era,910,7.56,6.507000000000001,1225
Wyatt Earp,911,6.86,6.506,3735
Lovecraft Letter,912,7.27,6.504,1712
Crusaders: Thy Will Be Done,913,7.68,6.502999999999999,1081
Agra,914,7.39,6.502999999999999,1433
The Game,915,6.72,6.502000000000001,6287
Archaeology: The New Expedition,916,7.18,6.501,1951
Villainous,917,7.11,6.501,2596
Cartagena,918,6.69,6.501,7093
Star Realms: Frontiers,919,8.13,6.5,835
Jump Drive,920,7.05,6.5,2277
Stronghold (2nd edition),921,7.63,6.499,1131
Patchistory,922,7.21,6.499,1829
Starfarers of Catan,923,6.81,6.497000000000001,4715
Fantasy Realms,924,7.36,6.497000000000001,1464
Saboteur,925,6.6,6.497000000000001,21027
Timeline: Inventions,926,6.71,6.496,6478
Room 25,927,6.79,6.496,4848
Bausack,928,6.85,6.496,3644
Container: 10th Anniversary Jumbo Edition!,929,7.82,6.496,929
Gravwell: Escape from the 9th Dimension,930,6.94,6.492999999999999,2875
Tides of Time,931,6.72,6.492000000000001,5658
Aton,932,6.88,6.492000000000001,3178
Poker,933,6.7,6.492000000000001,8022
Fallout,934,7.05,6.492000000000001,3291
Aladdin's Dragons,935,6.92,6.49,2990
Necromunda,936,7.3,6.489,1724
Warrior Knights,937,6.87,6.489,3668
Dice City,938,6.84,6.4879999999999995,3762
Villages of Valeria,939,7.1,6.487,2116
Unlock! The Formula,940,7.14,6.486000000000001,1862
The Little Prince: Make Me a Planet,941,6.92,6.485,2974
"Time of Crisis: The Roman Empire in Turmoil, 235-284 AD",942,7.67,6.483,1069
In the Shadow of the Emperor,943,6.91,6.483,2811
Deep Space D-6,944,7.38,6.483,1503
Kremlin,945,6.98,6.482,2642
Escape from the Aliens in Outer Space,946,6.93,6.481,2880
Pixel Tactics,947,7.0,6.481,2577
Mü & More,948,7.17,6.481,1779
Sword of Rome,949,7.31,6.48,1479
Spot it!,950,6.66,6.48,9165
Roma,951,6.79,6.479,4266
Doomtown: Reloaded,952,7.22,6.478,1981
The Scepter of Zavandor,953,7.0,6.477,2432
Ghost Blitz,954,6.73,6.477,5417
1856: Railroading in Upper Canada from 1856,955,7.52,6.476,1143
Valley of the Kings: Afterlife,956,7.35,6.476,1407
Ascension: Immortal Heroes,957,7.39,6.475,1388
TransAmerica,958,6.66,6.474,7269
Wars of the Roses: Lancaster vs. York,959,7.34,6.474,1405
Codex: Card-Time Strategy – Deluxe Set,960,8.17,6.473,835
Crisis,961,7.67,6.472,1061
Fireball Island: The Curse of Vul-Kar,962,7.26,6.472,1930
Factory Fun,963,6.83,6.471,3326
Dead Man's Draw,964,6.86,6.471,3559
Medina (second edition),965,7.29,6.471,1465
Rune Age,966,6.82,6.47,3964
City of Iron,967,7.25,6.47,1568
Haspelknecht,968,7.33,6.47,1409
The Captain Is Dead,969,7.25,6.468999999999999,1740
Mascarade,970,6.65,6.468999999999999,7911
Aquaretto,971,7.0,6.468,2368
Blue Moon,972,6.71,6.468,5268
Sentient,973,7.31,6.4670000000000005,1451
D-Day Dice,974,6.85,6.4670000000000005,3238
Blokus 3D,975,6.81,6.4670000000000005,3671
DC Comics Dice Masters: Justice League,976,7.45,6.4670000000000005,1262
Kahuna,977,6.65,6.4670000000000005,7249
Ingenious: Travel Edition,978,7.11,6.466,1847
Fearsome Floors,979,6.66,6.465,6899
Tiny Epic Zombies,980,7.29,6.465,1869
Power Grid: The First Sparks,981,6.84,6.465,3247
Age of Renaissance,982,7.11,6.465,2062
Ticket to Ride: New York,983,7.12,6.4639999999999995,1915
Ca$h 'n Gun$,984,6.61,6.4639999999999995,9357
Kodama: The Tree Spirits,985,6.82,6.462999999999999,3728
Galaxy Defenders,986,7.45,6.462999999999999,1371
Porta Nigra,987,7.23,6.462999999999999,1520
Battle for Rokugan,988,7.55,6.462999999999999,1205
Star Wars: Epic Duels,989,6.97,6.462000000000001,2912
Blokus Trigon,990,6.93,6.46,2695
Olympos,991,6.96,6.46,2395
Giants,992,6.99,6.46,2295
Hannibal & Hamilcar,993,8.56,6.459,649
"Heroes of Land, Air & Sea",994,7.87,6.459,1015
Power Struggle,995,7.01,6.459,2145
Balloon Cup,996,6.69,6.457999999999999,5362
Legacy of Dragonholt,997,7.49,6.457999999999999,1291
Coup: Rebellion G54,998,7.08,6.457999999999999,2055
Traders of Osaka,999,6.86,6.456,2895
Rise of Empires,1000,7.07,6.455,1941
Happy Salmon,1001,6.89,6.455,2925
DC Comics Deck-Building Game: Heroes Unite,1002,7.37,6.455,1470
Merlin,1003,7.11,6.454,1901
Puzzle Strike (Third Edition),1004,7.28,6.454,1592
Carolus Magnus,1005,6.83,6.454,3247
Dragonfire,1006,7.51,6.452999999999999,1482
Ad Astra,1007,6.88,6.452999999999999,2745
Turn the Tide,1008,6.8,6.452999999999999,3515
Council of 4,1009,7.17,6.452999999999999,1654
The Estates,1010,7.56,6.452000000000001,1060
CV,1011,6.7,6.452000000000001,5106
Middle-earth,1012,7.26,6.452000000000001,1716
Dungeons & Dragons Dice Masters: Battle for Faerûn,1013,7.35,6.4510000000000005,1366
Call of Cthulhu: The Card Game,1014,6.94,6.4510000000000005,2814
Riverboat,1015,7.5,6.45,1120
My Village,1016,7.02,6.4479999999999995,2029
Empires of the Void II,1017,7.61,6.446000000000001,1058
Havana,1018,6.87,6.446000000000001,2781
Wildlands,1019,7.48,6.445,1246
Mythos Tales,1020,7.54,6.444,1152
Vampire: The Eternal Struggle,1021,7.13,6.443,2126
Timeline: Events,1022,6.78,6.443,3626
Onirim,1023,6.7,6.443,4990
Sleuth,1024,6.91,6.442,2516
Magic Realm,1025,7.17,6.442,1869
The Civil War,1026,7.67,6.44,1066
Successors (third edition),1027,7.51,6.439,1101
Tides of Madness,1028,6.92,6.439,2527
Manhattan,1029,6.72,6.438,4324
Barony,1030,7.11,6.438,1896
Lost Cities: The Board Game,1031,6.8,6.437,3317
Walnut Grove,1032,7.0,6.436,2030
I'm the Boss!,1033,6.81,6.436,3307
Battle Cry: 150th Civil War Anniversary Edition,1034,7.63,6.435,1049
Exit: The Game – The Polar Station,1035,7.13,6.435,1637
Axis & Allies Pacific 1940,1036,7.48,6.433,1426
Ys,1037,6.91,6.433,2437
Omen: A Reign of War,1038,7.39,6.433,1233
Exit: The Game – The Forgotten Island,1039,7.17,6.433,1545
Timeline: Diversity,1040,6.82,6.432,3246
Viral,1041,7.13,6.432,1710
World in Flames,1042,7.54,6.432,1255
Dungeons & Dragons: Temple of Elemental Evil Board Game,1043,7.44,6.43,1416
Gentes,1044,7.61,6.43,978
Forge War,1045,7.32,6.428999999999999,1389
Europe Engulfed,1046,7.51,6.428,1234
New Frontiers,1047,7.84,6.4270000000000005,832
51st State,1048,6.87,6.425,2719
Keyper,1049,7.38,6.425,1204
Palm Island,1050,7.56,6.425,1102
Masmorra: Dungeons of Arcadia,1051,7.15,6.425,1922
Krosmaster: Arena,1052,6.86,6.4239999999999995,3137
Empire Builder,1053,6.93,6.422999999999999,2698
Eight-Minute Empire,1054,6.61,6.422999999999999,6582
Guillotine,1055,6.54,6.422999999999999,17681
"The Hunters: German U-Boats at War, 1939-43",1056,7.71,6.422999999999999,998
Himalaya,1057,6.99,6.422000000000001,2031
Warsaw: City of Ruins,1058,7.41,6.422000000000001,1180
Arctic Scavengers,1059,6.88,6.422000000000001,2660
The Ancient World,1060,7.1,6.421,1712
Hab & Gut,1061,7.07,6.42,1753
Qwinto,1062,7.12,6.42,1641
Sun Tzu,1063,7.05,6.419,1848
Oceanos,1064,6.94,6.419,2282
Junta,1065,6.72,6.419,5016
A House Divided,1066,7.08,6.419,1818
Cat Lady,1067,7.17,6.417999999999999,1623
Space Cadets: Dice Duel,1068,6.85,6.417000000000001,2756
Rum & Bones: Second Tide,1069,7.82,6.417000000000001,908
Explorers of the North Sea,1070,7.35,6.417000000000001,1268
Rise of Tribes,1071,7.43,6.417000000000001,1275
Quoridor,1072,6.68,6.416,5305
Star Trek: Attack Wing,1073,7.54,6.416,1734
Ghost Fightin' Treasure Hunters,1074,7.16,6.416,1648
Gulo Gulo,1075,6.85,6.412999999999999,2683
Stephenson's Rocket,1076,6.89,6.412999999999999,2351
Pergamon,1077,6.93,6.412000000000001,2163
1889: History of Shikoku Railways,1078,8.1,6.4110000000000005,657
On the Underground,1079,6.9,6.41,2272
Tiny Epic Kingdoms,1080,6.64,6.41,6112
